Codigo,pH,CE,TDS,Ca,K,Mg,Na,Cl,SO4,HCO3,CO3,Temporada,Subcuenca,Tipo_Fuente,Clase_Fuente,Codigo2,ratingcol,claseph
49999119SW070,7.59,59.31,29.56,4.9,1.4,1.6,3.3,0.3,11.5,18,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW070,green,Aceptable
49999119SW071,7.92,117.1,57.86,11.8,1.5,2.3,7.9,1.9,7.2,52,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW071,green,Aceptable
49999119SW072,7.64,80.13,39.79,7.3,2.2,1.9,3.8,0.6,9.9,27,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW072,green,Aceptable
49999119SW073,7.84,75.71,37.6,8.3,1.3,2,2.9,0.2,11,29,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW073,green,Aceptable
49999119SW074,8.13,82.14,40.75,7.7,2.1,2,5,0.7,11.2,30,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW074,green,Aceptable
49999119SW075,7.65,79.13,39.48,7.1,2,1.9,4.2,0.4,11.1,28,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW075,green,Aceptable
49999119SW076,8.59,83.17,41.25,7.5,2.1,1.9,4.9,0.8,10.3,30,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW076,blue,Basico
49999119SW077,8.15,84.13,42.13,7.2,1.8,1.4,6.1,0.3,11.5,29,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW077,green,Aceptable
49999119SW079,7.88,86.73,43.07,7.7,2.2,2,4.3,0.5,11,29,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW079,green,Aceptable
49999119SW080,7.83,97.54,48.61,11.6,1.3,2,4.8,NA,6.9,44,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW080,green,Aceptable
49999119SW081,7.25,82.4,40.87,10.5,0.7,0.8,1.9,NA,25.1,11,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW081,green,Aceptable
49999119SW082,7.15,135.1,66.68,17.5,1.1,1.6,2.8,NA,49.8,13,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW082,green,Aceptable
49999119SW083,7.31,139.2,68.69,20.3,0.8,1.2,2.3,NA,41.7,19,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW083,green,Aceptable
49999119SW084,7.76,140.9,69.56,21.3,0.9,1.2,2.8,NA,42.4,23,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW084,green,Aceptable
49999119SW085,7.66,133.3,65.74,13.6,0.8,3.2,5.8,NA,3.7,63,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW085,green,Aceptable
49999119SW086,7.74,45.12,22.61,6,0.5,0.4,2.2,NA,8.4,15,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW086,green,Aceptable
49999119SW087,8.19,136,67.19,12.9,2.1,2,9.3,4.8,20,37,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW087,green,Aceptable
49999119SW089,7.96,134.6,66.43,19.1,0.9,1.1,4.4,0.7,38.5,23,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW089,green,Aceptable
49999119SW091,7.87,141.9,70.04,20.5,0.8,1.1,3.6,0.8,34.3,23,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW091,green,Aceptable
49999119SW092,7.68,36.9,18.58,3.5,1,0.7,2.1,NA,1.6,17,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW092,green,Aceptable
49999119SW093,6.76,46.23,23.15,4.8,1.4,0.9,1.6,NA,11.7,10,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW093,green,Aceptable
49999119SW094,7.39,67.4,33.93,8.7,1.7,1,1.5,NA,18,13,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW094,green,Aceptable
49999119SW095,7.46,59.29,29.55,6.9,1.4,1,1.7,NA,14,13,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW095,green,Aceptable
49999119SW096,7.29,96.54,47.8,11.2,1.4,1.4,1.2,NA,30.1,10,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW096,green,Aceptable
49999119SW097,7.44,135.8,67.35,17.3,2,2.3,2.1,0.4,40.5,16,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW097,green,Aceptable
49999119SW098,7.35,66.69,33.18,7.4,1.4,1,1.8,NA,16,13,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW098,green,Aceptable
49999119SW099,7.58,131.4,64.82,18.2,1.3,1.8,1.7,0.3,38.1,19,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW099,green,Aceptable
49999119SW100,7.64,251.3,123.6,37,1.8,3.9,2.3,0.4,82.6,37,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW100,green,Aceptable
49999119SW101,7.95,244.1,120.1,35.5,2,3.7,2.4,0.5,74.4,34,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW101,green,Aceptable
49999119SW102,7.98,239.7,118,32.6,1.9,3.5,2.4,0.5,74,34,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW102,green,Aceptable
49999119SW103,6.94,65.19,32.89,5.2,1.4,1.1,3.2,NA,21,7,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW103,green,Aceptable
49999119SW104,7.55,201.9,99.45,13.4,2.2,2.1,2.8,0.4,31.8,20,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW104,green,Aceptable
49999119SW105,8.06,205.9,101.4,19.1,2.3,3.1,3.7,0.6,36.2,32,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW105,green,Aceptable
49999119SW106,6.21,66.85,33.14,5.3,1.9,1.2,2.6,NA,21,9,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW106,red,Acido
49999119SW108,8.1,87.32,43.29,8.8,1.7,2.6,4.1,0.2,4.7,40,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW108,green,Aceptable
49999119SW109,8.03,85.33,42.31,9.5,1.7,2.6,4.7,0.3,4.7,43,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,49999119SW109,green,Aceptable
49999119SW110,8.06,132.8,65.97,13.7,2.3,2.5,9,5,19.8,40,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW110,green,Aceptable
49999119SW111,8.37,142.2,70.18,13.5,2.2,2.3,9,5.2,19.8,40,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW111,green,Aceptable
49999119SW112,8.21,104.3,51.6,11.1,1.8,2.9,5.5,0.5,3.8,52,NA,Avenida,Hornillos Alto,Agua superficial,Rio,49999119SW112,green,Aceptable
