YYYYMMDD	dN	dE	dU	Sn	Se	Su
20211223	0.02425	-0.95086	-0.12783	0.00303	0.00300	0.01042
20211224	0.02488	-0.95347	-0.13572	0.00239	0.00307	0.01013
20211225	0.02471	-0.95391	-0.13814	0.00269	0.00319	0.01075
20211226	0.02405	-0.95249	-0.13260	0.00239	0.00305	0.01005
20211227	0.02537	-0.95264	-0.13557	0.00248	0.00318	0.01067
20211228	0.02415	-0.95413	-0.13108	0.00235	0.00309	0.01020
20211229	0.02322	-0.95464	-0.13243	0.00256	0.00316	0.01067
20211230	0.02417	-0.95445	-0.14251	0.00285	0.00318	0.01109
20220101	0.02499	-0.95203	-0.13416	0.00273	0.00330	0.01105
20220102	0.02563	-0.95622	-0.14810	0.00251	0.00333	0.01107
20220103	0.02449	-0.95137	-0.14812	0.00243	0.00324	0.01100
20220104	0.02441	-0.95106	-0.15648	0.00248	0.00361	0.01162
20220105	0.02336	-0.95154	-0.15547	0.00271	0.00327	0.01079
20220106	0.02281	-0.95257	-0.15458	0.00247	0.00321	0.01088
20220107	0.02299	-0.95334	-0.15568	0.00248	0.00326	0.01095
20220108	0.02274	-0.95089	-0.15039	0.00232	0.00308	0.01051
20220109	0.02209	-0.95355	-0.15654	0.00247	0.00320	0.01077
20220110	0.02419	-0.95257	-0.15675	0.00250	0.00331	0.01091
20220111	0.02490	-0.95188	-0.15530	0.00249	0.00328	0.01063
20220112	0.02321	-0.95236	-0.15295	0.00249	0.00327	0.01106
20220113	0.02284	-0.95181	-0.15908	0.00284	0.00377	0.01374
20220114	0.02413	-0.95243	-0.15310	0.00251	0.00340	0.01132
20220115	0.02411	-0.95372	-0.15037	0.00255	0.00321	0.01089
20220116	0.02303	-0.95285	-0.15042	0.00269	0.00337	0.01168
20220117	0.02528	-0.95230	-0.14489	0.00273	0.00377	0.01210
20220118	0.02686	-0.95062	-0.14744	0.00259	0.00362	0.01160
20220119	0.02260	-0.95179	-0.15209	0.00262	0.00361	0.01187
20220120	0.02217	-0.95222	-0.14693	0.00249	0.00342	0.01095
20220121	0.02458	-0.95170	-0.14558	0.00255	0.00350	0.01115
20220122	0.02494	-0.95224	-0.15362	0.00263	0.00342	0.01136
20220123	0.02382	-0.95304	-0.15917	0.00254	0.00352	0.01167
20220124	0.02299	-0.95203	-0.13929	0.00257	0.00326	0.01089
20220125	0.02385	-0.95169	-0.14811	0.00260	0.00320	0.01070
20220126	0.02412	-0.95163	-0.15444	0.00516	0.00412	0.01449
20220127	0.02435	-0.95159	-0.15741	0.00272	0.00326	0.01086
20220128	0.02439	-0.95112	-0.15422	0.00257	0.00321	0.01081
20220129	0.02419	-0.95327	-0.15136	0.00249	0.00305	0.01021
20220130	0.02395	-0.95217	-0.14888	0.00254	0.00323	0.01060
20220131	0.02446	-0.95135	-0.15060	0.00260	0.00329	0.01069
20220201	0.02433	-0.95345	-0.15237	0.00248	0.00310	0.01040
20220202	0.02606	-0.95273	-0.15651	0.00291	0.00342	0.01152
20220203	0.02591	-0.95103	-0.15092	0.00262	0.00322	0.01066
20220204	0.02585	-0.95051	-0.14156	0.00283	0.00338	0.01125
20220205	0.02567	-0.95143	-0.14916	0.00265	0.00311	0.01057
20220206	0.02367	-0.95270	-0.15240	0.00267	0.00328	0.01083
20220207	0.02453	-0.95345	-0.14959	0.00263	0.00333	0.01060
20220208	0.02454	-0.95302	-0.15260	0.00256	0.00315	0.01046
20220209	0.02518	-0.95140	-0.14568	0.00295	0.00357	0.01194
20220210	0.02886	-0.94976	-0.15065	0.00298	0.00365	0.01250
20220211	0.02717	-0.95088	-0.14645	0.00272	0.00336	0.01077
20220212	0.02662	-0.95216	-0.14482	0.00257	0.00326	0.01032
20220214	0.02565	-0.95166	-0.15249	0.00282	0.00334	0.01096
20220215	0.02363	-0.95332	-0.14689	0.00282	0.00348	0.01147
20220216	0.02618	-0.95276	-0.15113	0.00286	0.00355	0.01165
20220217	0.02452	-0.95498	-0.15385	0.00280	0.00356	0.01195
20220218	0.02562	-0.95464	-0.15332	0.00308	0.00382	0.01316
20220219	0.02928	-0.95058	-0.14669	0.00290	0.00366	0.01204
20220220	0.02801	-0.95335	-0.15220	0.00310	0.00405	0.01385
20220221	0.02631	-0.95290	-0.14346	0.00291	0.00368	0.01186
20220222	0.02593	-0.95361	-0.14944	0.00279	0.00358	0.01153
20220223	0.02454	-0.95105	-0.14138	0.00292	0.00348	0.01174
20220224	0.02467	-0.95227	-0.15700	0.00280	0.00363	0.01148
20220225	0.02375	-0.95253	-0.14968	0.00315	0.00381	0.01257
20220226	0.02420	-0.95617	-0.15654	0.00393	0.00498	0.01860
20220227	0.02424	-0.95409	-0.15310	0.00279	0.00368	0.01217
20220228	0.02572	-0.95310	-0.14317	0.00283	0.00379	0.01225
20220301	0.02434	-0.95391	-0.16280	0.00283	0.00367	0.01257
20220302	0.02766	-0.95525	-0.15394	0.00275	0.00348	0.01186
20220303	0.02424	-0.95187	-0.15123	0.00268	0.00353	0.01138
20220304	0.02793	-0.95444	-0.15467	0.00255	0.00342	0.01102
20220305	0.02803	-0.95322	-0.14753	0.00274	0.00370	0.01224
20220306	0.02761	-0.95438	-0.15430	0.00255	0.00362	0.01135
20220307	0.02735	-0.95307	-0.15179	0.00260	0.00360	0.01163
20220308	0.02647	-0.95338	-0.16099	0.00242	0.00327	0.01077
20220309	0.02572	-0.95375	-0.15627	0.00254	0.00354	0.01124
20220310	0.02856	-0.95292	-0.15306	0.00296	0.00382	0.01185
20220311	0.02612	-0.95151	-0.14526	0.00250	0.00337	0.01098
20220312	0.02980	-0.95447	-0.14298	0.00259	0.00344	0.01177
20220313	0.02962	-0.95322	-0.15134	0.00247	0.00336	0.01069
20220314	0.02768	-0.95281	-0.15905	0.00261	0.00359	0.01134
20220315	0.02679	-0.95536	-0.14971	0.00241	0.00326	0.01069
20220316	0.03925	-0.97741	-0.15660	0.00261	0.00349	0.01164
20220317	0.04728	-0.98155	-0.15495	0.00251	0.00357	0.01108
20220318	0.04693	-0.98338	-0.14670	0.00263	0.00352	0.01085
20220319	0.04736	-1.00352	-0.15083	0.00252	0.00328	0.01101
20220320	0.04342	-1.03262	-0.15137	0.00257	0.00357	0.01086
20220321	0.04275	-1.06794	-0.15590	0.00243	0.00343	0.01064
20220322	0.04014	-1.09247	-0.16297	0.00247	0.00336	0.01064
20220323	0.04047	-1.11803	-0.16235	0.00244	0.00326	0.01072
20220324	0.03865	-1.13786	-0.17012	0.00269	0.00376	0.01135
20220325	0.03632	-1.15826	-0.16692	0.00261	0.00360	0.01112
20220326	0.03796	-1.17660	-0.17484	0.00261	0.00343	0.01166
20220327	0.03260	-1.19055	-0.17712	0.00270	0.00345	0.01091
20220328	0.03471	-1.20096	-0.17639	0.00255	0.00337	0.01094
20220329	0.03387	-1.21230	-0.18054	0.00260	0.00338	0.01117
20220330	0.03257	-1.22545	-0.18875	0.00254	0.00400	0.01226
20220331	0.03350	-1.23299	-0.17591	0.00239	0.00330	0.01025
20220401	0.02965	-1.23727	-0.18062	0.00229	0.00312	0.00984
20220402	0.03094	-1.24667	-0.17496	0.00249	0.00341	0.01062
20220403	0.03132	-1.24957	-0.18489	0.00265	0.00340	0.01126
20220404	0.03037	-1.25515	-0.17520	0.00279	0.00352	0.01163
20220405	0.02917	-1.25577	-0.18148	0.00268	0.00342	0.01085
20220406	0.03102	-1.25830	-0.18882	0.00260	0.00335	0.01064
