Este [X];Norte [Y];Cota [Z];Ley de Cobre [%];Ley de Oro [ppm];Tipo de roca
190.3;383.1;59.6;1.25;8.158;2
130;323;12;1.25;0.116;2
130.4;442.9;96.1;1.25;4.579;2
250.5;203.1;84.8;1.25;3.412;2
190.4;293;136;1.25;3.577;2
188.7;468.9;48.3;1.25;3.919;2
162.5;116.6;81.1;1.26;7.001;2
100;158;12;1.26;0.234;2
370.4;233;84;1.26;29.811;2
256;259.3;113.5;1.26;3.486;2
190.4;203;132;1.26;1.72;2
130.4;383;96;1.26;1.146;2
130.4;173.2;47.9;1.26;2.646;2
96.9;290.1;89.7;1.26;1.234;2
89.3;113.7;25.6;1.26;0.376;2
160.4;368;107;1.26;0.361;2
130.4;413;83.6;1.26;1.665;2
120;134.1;11.8;1.26;0.528;2
198.3;55.3;42.7;1.27;0.691;2
160.4;503;108.1;1.27;15.506;2
190.5;293.1;84.1;1.27;8.613;2
79.5;112.7;48;1.27;0.46;2
134;114.1;17.8;1.27;1.946;2
169.6;174.2;112.5;1.27;2.314;2
190.4;263;107.1;1.28;1.131;2
220.2;218.4;24.3;1.28;20.284;2
219.5;219.3;120.9;1.28;15.201;2
310.6;293.4;12;1.28;15.231;2
190.3;412.6;84;1.28;1.828;2
190.4;353;95.1;1.28;12.398;2
191;323.3;83.7;1.28;10.83;2
190.5;293.1;60.1;1.28;2.035;2
130.5;323;120;1.28;0.648;2
130.4;413;71.6;1.28;1.613;2
179.7;293.3;79.1;1.28;6.083;2
160.4;368;95;1.28;0.207;2
220.4;458;84;1.29;9.359;2
160.5;428;96;1.29;2.671;2
160.7;397.4;71.3;1.29;2.603;2
160;368;96;1.29;0.642;2
160.4;308;132;1.29;2.407;2
160;128;36;1.29;1.181;2
100.4;248;132;1.29;2.246;2
100.2;97.6;72.1;1.29;5.85;2
306.6;356.8;120;1.29;0.969;2
250.5;203.1;78.3;1.29;7.724;2
190.5;293.1;72.1;1.29;7.926;2
156;174.2;79.1;1.29;20.639;2
173;413.6;106.6;1.3;9.283;2
160.4;248;94.8;1.3;6.889;2
120;134.1;59.8;1.3;4.202;2
138.3;114.2;6.6;1.3;7.741;2
273.4;368.4;48;1.3;2.424;2
160.4;503;96.1;1.3;20.745;2
160.5;218;120;1.3;1.321;2
130.4;233;120;1.3;0.233;2
79.5;112.7;96;1.3;6.412;2
160.4;308;83.3;1.3;4.074;2
160.4;248;118.8;1.3;0.945;2
120;134.1;35.8;1.31;3.54;2
160.4;128;114.6;1.31;14.335;2
105.7;68;24;1.31;6.892;2
190.4;323;108;1.31;5.043;2
190.5;293.1;120.1;1.31;2.832;2
130.4;383;120;1.31;3.903;2
146.1;292.9;26;1.31;0.082;2
130.4;233;119;1.31;0.473;2
218.3;188.2;59;1.32;11.174;2
300.6;351;70.1;1.32;2.975;2
160.4;248;70.8;1.32;5.126;2
160.7;397.4;83.3;1.32;7.503;2
117;353.2;24.4;1.32;1.041;2
220.4;278;84;1.32;1.822;2
220.4;128.1;120;1.32;18.26;2
100.4;293;47.9;1.32;0.317;2
100;158;84;1.32;1.099;2
190.3;412.6;24;1.32;8.088;2
130.5;503;132;1.32;0.95;2
160.5;398;107;1.32;5.117;2
165.1;174.2;101.4;1.32;3.976;2
190.4;263;83.1;1.33;1.17;2
220.1;397.8;36;1.33;1.956;2
160;158;12;1.33;0.496;2
160;158;60;1.33;1.406;2
100.3;458;84.1;1.33;0.361;2
100;308;48;1.33;0.394;2
251.2;324.1;96;1.33;3.182;2
250.2;263.2;12;1.33;0.475;2
190.4;173;120;1.33;2.774;2
190.4;113;48;1.33;5.905;2
130.4;353;120;1.33;2.301;2
130;323;48;1.33;0.351;2
220.4;398;95.2;1.33;2.824;2
103.4;117.7;21.4;1.33;2.105;2
189.8;83.3;62;1.34;3.045;2
112.7;353;73.1;1.34;0.593;2
205.7;97.9;12.3;1.34;6.861;2
190.4;293;124;1.34;4.312;2
190.6;143.6;96;1.34;5.372;2
188.7;468.9;120.3;1.34;4.741;2
108.5;353;84.4;1.35;2.834;2
116.9;353.1;61.8;1.35;1.743;2
139.2;473.1;29.1;1.35;3.746;2
129;231.8;112.6;1.35;0.109;2
220;248;87;1.35;15.794;2
111.8;117.6;29.9;1.35;4.572;2
280.5;337.5;107.5;1.35;5.226;2
220.4;428;71.7;1.35;1.96;2
220.4;308;108;1.35;10.221;2
220.4;278;132;1.35;9.159;2
190.4;113;36;1.35;2.655;2
160.7;397.4;119.3;1.36;2.055;2
194.4;55.2;31.3;1.36;1.458;2
226.4;232.3;7.6;1.36;6.221;2
220.4;278;108;1.36;1.549;2
219.9;188.4;72.8;1.36;19.815;2
160.6;187.8;132;1.36;2.636;2
160;158;48;1.36;7.756;2
100.4;308;120.1;1.36;0.156;2
250.2;292.9;60;1.36;1.047;2
189.8;83.3;55.5;1.36;7.206;2
136.6;442.7;108;1.36;4.546;2
130.4;383;60;1.36;4.83;2
70.4;473;132.2;1.36;0.696;2
321.8;60;47.3;1.37;1.099;2
190.4;55.2;20;1.37;0.762;2
280.6;368.2;132.1;1.37;0.802;2
220.4;308;120;1.37;17.034;2
160;158;24;1.37;0.244;2
100.4;338;71.9;1.37;2.496;2
250.4;383;83.4;1.37;6.353;2
193;528.6;132;1.37;9.35;2
160.4;128;78.6;1.37;6.641;2
136;472.8;132;1.38;2.647;2
85;471.8;8;1.38;6.094;2
130.4;413;95.6;1.38;5.695;2
280.5;337.5;131.5;1.38;4.773;2
160;98;36;1.38;0.483;2
96.1;372.1;120;1.38;7.888;2
190.4;173;60;1.38;6.656;2
130.4;353;83.6;1.38;3.38;2
222.7;293.2;120.9;1.38;13.23;2
214.1;293.2;112.5;1.39;24.115;2
228;128;61.1;1.39;7.279;2
188.7;468.9;36.3;1.39;10.476;2
220.4;338;71.1;1.39;7.459;2
160.7;397.4;107.3;1.39;3.204;2
100.4;158;96.3;1.39;2.13;2
370.4;233;108;1.39;32.95;2
191;323.3;71.7;1.39;6.704;2
130.4;472.9;36.2;1.39;14.836;2
228;128;109.1;1.4;9.929;2
142;292.8;37.2;1.4;0.653;2
159.2;368;72.2;1.4;8.402;2
100.4;338;59.9;1.4;4.93;2
320.9;52.9;61.3;1.4;14.649;2
293.7;351.4;79.9;1.4;5.488;2
250.4;383;130.9;1.4;2.658;2
137.9;292.8;48.5;1.4;1.878;2
220.4;248;129;1.4;8.615;2
188.7;468.9;60.3;1.41;0.429;2
160;233;48;1.41;3.205;2
205.7;97.9;24.3;1.41;8.939;2
160.5;82.9;72.2;1.41;5.769;2
100.4;203;96;1.41;5.776;2
100.4;158;84.3;1.41;3.981;2
130.5;503;120;1.41;0.443;2
130.4;383;132;1.41;2.74;2
160.4;38;95.4;1.41;2.644;2
209.8;353;48.6;1.42;13.014;2
188.3;111.5;39.7;1.42;4.303;2
130.4;413;23.6;1.42;2.32;2
63;289.5;55.7;1.42;7.825;2
105.3;290.2;98.2;1.42;7.165;2
160.5;218;108;1.42;1.237;2
100.4;218;108;1.42;3.173;2
130.4;472.9;120.2;1.42;1.687;2
70.4;473;96.2;1.42;0.358;2
129.7;113.9;29;1.42;3.16;2
150.2;52;117.2;1.43;0.366;2
220.4;308;84;1.43;8.983;2
160;428;48;1.43;4.919;2
155;338;84;1.43;0.214;2
160.4;98;68;1.43;6.053;2
190.4;173;36;1.43;8.849;2
130.4;143;96.4;1.43;6.674;2
182.9;469.5;6.6;1.43;2.48;2
174.1;174.2;123.6;1.43;2.915;2
192.4;111.2;28.5;1.44;4.767;2
220.4;278;96;1.44;3.252;2
220.8;98.1;120.2;1.44;16.357;2
160.4;278;95.1;1.44;3.854;2
305;59.5;30.1;1.44;3.847;2
130.5;472.6;51.5;1.44;4.017;2
130.4;233;95;1.44;2.579;2
160.4;248;106.8;1.44;0.727;2
136.6;352.4;49.1;1.45;0.771;2
220.4;458;108;1.45;0.477;2
220.7;127.6;96.3;1.45;7.633;2
160;428;36;1.45;2.588;2
100.3;458;96.1;1.45;0.709;2
100.8;82.9;59.8;1.45;10.984;2
190.4;353;132;1.45;6.238;2
117.2;159.6;25.9;1.46;0.306;2
130.4;413;107.6;1.46;3.94;2
120.4;254.4;128.7;1.46;2.354;2
220.1;397.8;12;1.46;7.332;2
160;98;84;1.46;10.941;2
190.3;412.6;48;1.46;11.843;2
190.4;203;96;1.46;17.102;2
189.8;83.3;122;1.46;17.097;2
70.4;473;84.2;1.46;0.083;2
134.8;472.8;40.3;1.47;14.057;2
220.4;458;132;1.47;0.356;2
160.4;203;120;1.47;1.124;2
306.6;356.8;12;1.47;9.826;2
130.4;383;108;1.47;16.957;2
130.4;383;84;1.47;12.485;2
100.5;203.4;120;1.48;2.058;2
190.3;412.6;36;1.48;12.642;2
130.4;293.1;107.8;1.48;1.282;2
186.6;473.4;101.4;1.49;5.046;2
137.9;174.2;34.7;1.49;0.674;2
108.2;113.1;85;1.49;6.873;2
283.6;336.8;132;1.49;7.437;2
220.9;218.1;108;1.49;7.077;2
160.5;428;84;1.49;6.032;2
160;428;12;1.49;1.333;2
160;428;84;1.49;5.273;2
160.4;278;83.1;1.49;0.611;2
238.7;175.7;24;1.49;5.396;2
130;323;84;1.49;4.186;2
70.4;503;72;1.49;4.028;2
137.5;231.8;121;1.5;1.873;2
120.5;231.8;104.1;1.5;2.302;2
220.4;428;35.7;1.5;6.541;2
220.4;278;60;1.5;3.6;2
100;188;84;1.5;8.581;2
238.7;175.7;36;1.5;9.609;2
120;134.1;71.8;1.5;6.49;2
160;233;72;1.5;8.909;2
129.4;353.3;28.1;1.51;1.125;2
275.3;338.3;60;1.51;3.789;2
100.2;98.2;119.5;1.51;21.511;2
190.4;173;108;1.51;4.299;2
99.8;431.2;131.5;1.51;0.608;2
202.6;413;36.5;1.52;5.278;2
318.9;52.9;49.5;1.52;8.282;2
147;174.2;56.9;1.52;15.999;2
190.4;443.1;12;1.52;2.691;2
130.4;353;119.6;1.52;6.789;2
294.7;298.1;71.8;1.52;13.786;2
190.4;263;119.1;1.52;5.164;2
160.5;398;131;1.52;4.874;2
250.4;383;94.9;1.53;3.476;2
197.5;97.9;119.4;1.53;1.928;2
306.6;356.8;48;1.53;2.215;2
188.7;468.9;108.3;1.53;11.148;2
316.9;52.9;37.7;1.53;4.806;2
190.4;53;131.4;1.54;6.323;2
188.7;468.9;24.3;1.54;2.155;2
120.7;473.9;37.1;1.54;17.567;2
280.6;368.2;84.1;1.54;2.65;2
218.7;78.2;84;1.54;15.671;2
191;323.3;107.7;1.54;13.932;2
130.4;203;119.6;1.54;7.489;2
128.9;84.9;95.5;1.54;17.149;2
127.5;472.7;123.6;1.54;1.207;2
220.4;398;83.2;1.54;5.515;2
151.5;174.2;68;1.55;9.132;2
160;428;60;1.55;17.002;2
100.5;203.4;108;1.55;0.47;2
100.4;158;120.3;1.55;1.802;2
190.4;173;84;1.55;25.378;2
188.7;468.9;17.8;1.55;10.672;2
130.4;472.9;96.2;1.55;6.091;2
126.1;472.3;62.7;1.55;7.721;2
113.1;250.7;119.9;1.55;1.039;2
307.6;350.6;60.4;1.56;6.389;2
220.4;368;24;1.56;1.583;2
190.4;203;60;1.56;12.565;2
121;353.2;50.6;1.56;6.144;2
220.4;308;132;1.57;9.564;2
160;98;48;1.57;2.653;2
100.5;203.4;132;1.57;1.675;2
160.4;248;82.8;1.57;5.762;2
273.3;308.7;84;1.58;4.947;2
251.2;324.1;108;1.58;3.148;2
252.2;232.2;132;1.58;21.701;2
160.4;308;107.3;1.58;11.018;2
113.8;290.4;106.7;1.58;7.163;2
104;113;83.8;1.58;9.396;2
314.6;350.1;50.6;1.59;5.901;2
250.4;443;131.2;1.59;0.051;2
220.4;428;107.7;1.59;1.018;2
220.4;308;72;1.59;8.548;2
251.2;324.1;72;1.59;1.818;2
190.6;143.6;84;1.59;22.934;2
136.6;442.7;120;1.59;6.047;2
67.2;292.8;57.9;1.6;1.715;2
101.8;472.6;98.3;1.6;2.499;2
273.4;368.4;60;1.6;4.313;2
100.4;338;35.9;1.6;2.339;2
251.2;324.1;60;1.6;8.849;2
70.2;83.6;120;1.6;7.49;2
160.4;98;75.5;1.6;9.84;2
220.4;248;117;1.61;14.057;2
160;368;72;1.61;3.756;2
250.4;113;120;1.61;2.747;2
130.4;472.9;48.2;1.61;13.561;2
130.4;263;132;1.61;2.635;2
118.9;472.7;115.2;1.61;3.293;2
112.5;113.3;73.8;1.62;4.411;2
169.4;473.6;84.6;1.62;13.372;2
160;233;60;1.62;7.304;2
273.4;368.4;36;1.62;3.649;2
219.9;188.4;132.8;1.62;5.407;2
160.6;187.8;120;1.62;4.454;2
100.4;203;84;1.62;8.838;2
100.4;158;132.3;1.62;0.734;2
148;473.6;6.8;1.63;4.155;2
262.1;407.8;75.8;1.63;2.55;2
160;428;72;1.63;15.361;2
160.4;248;132;1.63;1.802;2
310.6;293.4;24;1.63;16.82;2
310.7;173.4;60;1.63;6.385;2
190.4;233;84;1.63;3.235;2
130.4;383;72;1.63;1.896;2
255.1;413.6;62.9;1.63;7.461;2
130.4;413;47.6;1.64;8.392;2
297;298.2;77.9;1.64;8.036;2
273.4;368.4;72;1.64;4.76;2
99.8;397;60.3;1.64;6.603;2
70.2;83.6;132;1.64;2.524;2
244.3;409.7;18.5;1.65;5.189;2
126.4;473.9;42.7;1.65;8.997;2
100.4;368;119.9;1.65;7.923;2
190.3;412.6;60;1.65;9.273;2
190.4;443.1;72;1.65;4.615;2
191;323.3;59.7;1.65;4.969;2
130.4;233;107;1.66;5.098;2
130.4;413;119.6;1.66;4.547;2
340.4;128;71.6;1.67;3.234;2
160;128;24;1.67;9.741;2
70.4;293;60;1.67;4.563;2
160.4;248;130.8;1.67;1.016;2
142.5;174.2;45.8;1.68;0.85;2
143.6;473.3;18;1.68;14.314;2
220.4;368;60;1.68;11.752;2
130.4;563;107.8;1.68;14.598;2
154;116.7;72.6;1.68;7.651;2
190.4;53;95.4;1.69;1.027;2
220.4;428;47.7;1.69;21.008;2
220.4;428;59.7;1.69;11.575;2
250.4;383;118.9;1.69;0.256;2
190.4;203;108;1.69;5.178;2
130.4;488;108;1.69;2.008;2
255.1;413.6;50.9;1.69;5.65;2
160.4;308;47.3;1.7;3.876;2
105.9;247;111;1.7;7.171;2
105.2;116.7;114.7;1.7;2.254;2
130.4;413;35.6;1.7;6.884;2
112.7;159.3;37;1.7;5.433;2
190.3;412.6;108;1.7;5.914;2
160;233;96;1.71;2.201;2
220.3;158.2;12.2;1.71;20.154;2
220.8;187.8;132;1.71;9.315;2
250.4;113;108;1.71;5.819;2
190.4;173;72;1.71;26.504;2
130.8;290.7;123.7;1.72;2.464;2
240.8;410.1;7.1;1.72;3.644;2
130.4;68;84;1.73;9.292;2
100.4;188;120;1.73;0.355;2
250.4;83;131.5;1.73;5.828;2
130.4;488;120;1.73;3.656;2
121.7;472.1;73.8;1.73;8.766;2
135;473.8;51.1;1.74;12.592;2
160.4;308;119.3;1.74;4.944;2
100.2;97.6;108.1;1.74;25.193;2
160.4;128;69.1;1.75;10.629;2
100.8;82.9;119.8;1.75;6.695;2
130.4;113;71.6;1.75;10.7;2
220.4;368;48;1.76;7.697;2
218.7;78.2;108;1.76;4.484;2
209.9;413.1;13.6;1.76;8.037;2
100.2;351.9;113;1.76;3.835;2
220.4;398;119.2;1.77;2.552;2
214.1;465.4;80.9;1.77;32.073;2
220.4;428;83.7;1.78;9.795;2
100.4;203;120;1.78;2.651;2
130.4;143;72.4;1.78;9.03;2
212.3;464.4;69.1;1.78;8.621;2
100.2;98.2;131;1.78;3.533;2
255;408.6;52.9;1.79;3.922;2
160.5;458;96;1.79;8.603;2
130.4;143;108.4;1.79;25.21;2
130.4;413;131.6;1.8;4.271;2
122.3;290.5;115.2;1.8;1.412;2
220.1;397.8;60;1.8;11.135;2
100.4;338;23.9;1.8;2.351;2
100.4;218;120;1.8;4.152;2
255.1;413.6;74.9;1.8;11.857;2
130.4;353;71.6;1.8;6.143;2
206.2;413.1;25.1;1.81;28.556;2
84.8;472.5;81.5;1.81;1.996;2
130.4;472.9;60.2;1.81;21.094;2
178;473.5;93;1.82;8.485;2
208.4;469.8;32;1.82;13.294;2
160;458;36;1.82;10.688;2
191.1;83.6;132;1.82;26.09;2
130.4;203;131.6;1.82;5.108;2
130.4;488;72;1.82;7.393;2
100.4;203;108;1.83;2.157;2
306.6;356.8;24;1.83;13.713;2
130.4;173.2;59.9;1.83;6.785;2
167.2;52.1;134.1;1.84;6.344;2
139.2;290.8;132.1;1.84;4.479;2
145.6;116.9;64;1.84;6.842;2
100.3;253.2;120.3;1.85;5.918;2
130.4;293.1;95.8;1.85;6.317;2
110.4;472.6;106.8;1.86;1.857;2
160.4;338;120;1.86;4.477;2
160;128;12;1.86;2.252;2
100;158;24;1.86;4.922;2
130.5;503;108;1.86;11.034;2
130.4;173.2;107.9;1.86;28.606;2
160.5;398;119;1.86;9.367;2
74.8;351.8;87.4;1.87;1.446;2
190.4;53;119.4;1.87;13.924;2
117.3;471.8;85;1.88;3.455;2
130.4;113;131.1;1.88;14.55;2
190.4;173;132;1.88;1.955;2
121.7;273;118.3;1.88;1.103;2
143.6;473.8;59.5;1.89;22.542;2
160.5;428;108;1.89;9.445;2
160;428;96;1.89;18.184;2
190.4;53;83.9;1.89;4.907;2
79.5;112.7;120;1.89;16.767;2
70.4;83;96;1.89;26.25;2
160;128;48;1.9;4.808;2
130.4;113;119.1;1.9;27.906;2
160.4;68;133.6;1.91;19.624;2
198.9;468.5;20.3;1.91;16.509;2
100.4;188;132;1.91;3.287;2
130.4;173.2;95.9;1.91;21.364;2
83.3;351.8;96;1.91;2.018;2
125.2;353.2;39.3;1.91;4.155;2
208.6;462.5;45.4;1.92;23.023;2
91.7;351.9;104.5;1.92;11.426;2
100.4;368;107.9;1.92;4.587;2
160.4;98;87.5;1.92;26.537;2
160;458;96;1.93;26.202;2
100.4;338;119.9;1.93;2.535;2
310.7;173.4;48;1.93;11.975;2
130.2;262.5;96.1;1.93;16.303;2
130.4;68;41.5;1.93;7.112;2
130.4;68;48;1.94;7.283;2
160;98;72;1.94;10.656;2
96.1;372.1;108;1.94;4.668;2
130.4;472.9;24.2;1.94;9.5;2
255.1;413.6;98.9;1.95;0.951;2
190.4;203;120;1.95;17.178;2
130.4;113;83.1;1.95;10.159;2
100.4;338;131.9;1.96;3.138;2
100.8;82.9;107.8;1.96;34.774;2
105.7;68;60;1.96;16.737;2
190.3;412.6;12;1.96;5.197;2
190.4;383;132;1.96;11.429;2
130.4;413;59.6;1.96;5.372;2
273.4;368.4;12;1.97;11.248;2
100.4;338;95.9;1.97;9.39;2
130.4;173;120;1.97;27.775;2
210.4;463.5;57.2;1.97;24.117;2
160;233;24;1.98;6.773;2
160;458;48;1.98;25.73;2
250.4;383;106.9;1.98;2.597;2
160;428;24;1.99;13.918;2
130.4;472.9;84.2;1.99;10.597;2
130.4;173.2;71.9;1.99;27.477;2
258.5;408.2;64.3;2;20.301;2
255.1;413.6;86.9;2;2.221;2
100.2;97.6;120.1;2;33.263;2
190.5;293.1;96.1;2;29.413;2
130.4;488;96;2;4.506;2
98.7;243.3;102.2;2;2.471;2
121.7;273;94.3;2.01;11.915;2
220.4;428;119.7;2.01;5.407;2
100.4;338;83.9;2.01;5.765;2
130.4;68;60;2.02;6.347;2
170.1;471.5;99.1;2.02;18.326;2
190.4;173;12;2.02;8.652;2
108.6;351.9;121.5;2.02;14.602;2
93.3;472.6;89.9;2.03;1.9;2
199.9;469.7;23.5;2.03;9.843;2
100.2;128.1;96.2;2.03;22.026;2
121.7;273;130.3;2.04;6.294;2
250.4;413;106.8;2.04;0.856;2
190.4;173;96;2.04;19.548;2
190.4;443.1;24;2.04;10.699;2
190.4;443.1;60;2.04;11.114;2
130.4;472.9;72.2;2.04;51.441;2
130.2;262.5;108.1;2.04;5.762;2
130.4;68;72;2.05;17.699;2
180;112.1;62.2;2.06;8.272;2
206.8;461.5;33.6;2.06;30.069;2
194.7;468.9;31.5;2.06;20.379;2
204.9;460.6;21.8;2.06;4.658;2
174.2;471.1;87.9;2.07;18.85;2
130.4;488;84;2.07;20.104;2
160.8;473.6;76.2;2.08;16.644;2
160.5;428;120;2.08;4.506;2
120;134.1;107.8;2.09;41.669;2
152.2;473.7;67.9;2.09;10.096;2
130.4;143;84.4;2.09;6.941;2
130.4;173.2;83.9;2.1;13.879;2
130.4;113;95.1;2.11;26.585;2
160;128;60;2.11;12.251;2
160;128;72;2.11;22.153;2
100.4;338;107.9;2.13;3.13;2
191.4;469.6;15.1;2.13;8.531;2
255.1;413.6;110.9;2.13;0.38;2
178.3;470.6;76.6;2.14;7.837;2
250.4;413;95.3;2.15;2.7;2
130.4;263;120;2.15;4.183;2
220.4;428;131.7;2.16;2.762;2
130.4;143;132.4;2.18;24.358;2
160;233;84;2.18;21.663;2
220.4;368;36;2.19;27.955;2
220.4;458;96;2.2;6.385;2
160.6;187.8;108;2.2;10.416;2
160;98;24;2.2;9.52;2
306.6;356.8;36;2.2;8.582;2
190.6;469.3;42.8;2.21;17.876;2
120;134.1;83.8;2.21;22.748;2
160;458;72;2.21;14.831;2
160.4;68;132;2.22;26.314;2
141.7;52;108.8;2.22;11.434;2
252.2;232.2;120;2.23;20.566;2
190.4;443.1;36;2.24;13.437;2
273.4;368.4;24;2.25;27.388;2
190.4;53;107.4;2.27;11.201;2
159.9;487.7;120;2.27;11.826;2
105.7;68;48;2.27;24.439;2
160;128;84;2.29;31.099;2
130.4;173;132;2.31;15.607;2
121.7;273;106.3;2.32;4.023;2
160;458;24;2.33;11.687;2
100.3;253.2;108.3;2.33;9.484;2
190.4;443.1;48;2.34;25.962;2
130.2;262.5;120.1;2.35;10.913;2
100.2;128.1;108.2;2.36;24.019;2
128.9;84.9;107;2.39;41.16;2
220.4;428;95.7;2.4;9.61;2
160.5;428;132;2.41;2.71;2
160;233;12;2.42;14.806;2
220.4;68;132;2.42;27.083;2
100.3;8.3;132.4;2.42;6.482;2
160;458;60;2.44;32.663;2
182.4;470.2;65.3;2.46;10.767;2
130.7;53;132;2.5;10.865;2
120;134.1;95.8;2.51;27.76;2
101.7;487;120;2.51;10.463;2
190.4;443.1;84;2.52;14.812;2
190.4;443.1;96;2.52;18.269;2
160.6;187.8;96;2.53;35.541;2
96.1;372.1;132;2.56;3.773;2
220.4;398;71.7;2.57;12.347;2
134.1;40.7;96.6;2.57;14.6;2
130.4;113;107.1;2.58;23.266;2
160;458;84;2.58;21.097;2
184.1;111.8;51;2.61;16.259;2
117.1;352;130;2.62;9.302;2
130.4;68;96;2.63;30.748;2
206.3;55.4;65.3;2.65;18.119;2
120;134.1;119.8;2.65;49.886;2
160.5;458;108;2.69;18.412;2
190.4;443.1;120;2.69;10.047;2
130.4;143;120.4;2.7;51.454;2
203.1;459.6;10;2.74;24.928;2
160.5;458;120;2.77;31.147;2
186.5;469.8;54.1;2.77;22.507;2
313.4;59.7;38.7;2.81;42.643;2
101.7;487;132;2.88;5.945;2
159.9;487.7;132;2.91;30.997;2
130.4;173.2;119.9;2.95;22.987;2
190.4;443.1;108;2.97;15.154;2
70.4;83;84;3;24.493;2
130.4;68;120;3.12;26.711;2
105.7;68;72;3.14;32.161;2
130.4;68;108;3.34;19.746;2
130.7;53;120;3.39;27.993;2
134.1;40.7;108.6;3.47;14.671;2
214.3;55.5;87.9;3.67;42.356;2
105.7;68;84;3.78;24.446;2
160.5;458;132;3.79;22.571;2
210.3;55.4;76.6;3.86;29.312;2
100.2;128.1;60.2;3.89;7.535;2
130.7;53;108;3.99;23.865;2
134.1;40.7;120.6;4.22;24.579;2
220.4;38;119.8;4.46;46.721;2
120;134.1;131.8;5.13;23.901;2
121.8;116.4;132;5.29;59.236;2
220.4;38;131.8;5.68;41.692;2
110.4;83.1;119.5;5.8;52.132;2
128.9;84.9;119;6.16;26.966;2
128.9;84.9;131;6.3;59.627;2
113.5;116.5;123.4;6.89;33.844;2
110.4;83.1;131;6.9;68.826;2
217.6;55.5;97.4;7.24;37.878;2
28.1;207.1;16.1;0.14;0;3
24.4;232.7;118.2;0.17;0;3
33.6;209.9;22.7;0.2;0.002;3
40.1;247.3;96.1;0.21;0;3
40.5;218;108;0.21;0;3
28.5;232.1;107;0.22;0;3
40.6;307.5;72.1;0.22;0;3
10;173;95;0.22;0;3
40.6;230.1;73.1;0.22;0.014;3
40.4;188;135.1;0.23;0;3
10;173;107;0.24;0.039;3
10.2;112.7;119.5;0.24;0;3
40.1;247.3;108.1;0.25;0;3
55.4;233;120;0.25;0.014;3
10.4;83;120.2;0.25;0;3
17.1;353;131.4;0.25;0;3
19.5;115.8;131.2;0.26;0.096;3
10.4;353;120;0.26;0.029;3
21.5;352.6;120.3;0.27;0;3
53.6;241.2;132;0.27;0.03;3
40.4;98.1;83.2;0.27;0;3
48;217.3;40.4;0.28;0.084;3
35.2;292;120.3;0.28;0.104;3
45.1;292.9;132;0.28;0;3
58.6;232.7;120;0.28;0;3
36.6;230.7;84.4;0.28;0.023;3
53.6;241.2;108;0.29;0;3
55.4;233;108;0.29;0;3
10;173;131;0.29;0.083;3
40.4;98.1;95.2;0.3;0.026;3
53.6;241.2;120;0.3;0.149;3
10.4;323;108;0.3;0;3
31.3;56;99.7;0.31;0.074;3
26;352.2;109.1;0.31;0;3
10.4;353;132;0.31;0.012;3
10.2;112.7;131;0.31;0;3
40.4;157.9;131.7;0.32;0.031;3
10.4;83;132.2;0.32;0;3
2.2;116;114.5;0.33;0;3
61.5;234.9;111.5;0.33;0.007;3
10.8;115.9;122.9;0.33;0.032;3
15.6;353.5;131.1;0.33;0.007;3
25.9;353.3;23.6;0.33;0.092;3
32.5;231.4;95.7;0.34;0.102;3
40.5;218;96;0.34;0.031;3
12.9;406.7;119.2;0.35;0;3
7.8;298;120;0.36;0.003;3
16.7;353.5;119.1;0.36;0;3
40.4;98.1;107.2;0.37;0.027;3
10.4;323;120;0.38;0;3
21.1;353.4;71.3;0.39;0.016;3
40.6;367.9;132;0.39;0.021;3
40.6;307.5;120.1;0.39;0.027;3
40.5;218;132;0.39;0.02;3
0.2;591.1;16.9;0.4;0.143;3
4.4;406.3;110.7;0.41;0.052;3
40.5;83;119.5;0.41;0.027;3
10;173;119;0.41;0.148;3
6.7;384.4;125;0.41;0;3
44.1;397.8;84;0.42;0.002;3
40.6;307.5;84.1;0.42;0.035;3
40.1;247.3;132.1;0.42;0.019;3
40.4;98.1;131.2;0.42;0.027;3
27.1;353.3;11.6;0.43;0.234;3
40.6;367.9;108;0.43;0.019;3
55.4;233;132;0.43;0.425;3
59.7;263.2;120;0.43;0.014;3
6.7;384.4;92.5;0.43;0.022;3
20;353.4;83.3;0.44;0;3
40.4;98.1;119.2;0.44;0.016;3
58.6;232.7;108;0.46;0.062;3
45.1;292.9;120;0.47;0.194;3
40.5;218;120;0.47;0.041;3
25;472.2;22.5;0.47;0.09;3
30.5;351.8;98;0.47;0.009;3
28.7;292.1;12;0.48;1.204;3
39.6;350.7;75.8;0.48;0.024;3
40;68;120;0.48;0.091;3
6.7;384.4;101;0.48;0.046;3
10.4;323;132;0.48;0.026;3
6.7;384.4;113;0.49;0.016;3
40.6;367.9;120;0.49;0.051;3
7.8;298;132;0.49;0.041;3
25.6;421.8;48;0.5;0.105;3
18.9;353.4;95.2;0.52;0.026;3
40.6;307.5;96.1;0.52;0.019;3
40.6;307.5;132.1;0.52;0.149;3
22.3;353.4;59.4;0.53;0.042;3
40.1;247.3;120.1;0.53;0.046;3
16.4;472.2;14.1;0.56;0.038;3
40.6;307.5;36.1;0.56;0.375;3
17.8;353.4;107.2;0.58;0.028;3
10.4;383;120;0.58;0.027;3
43.5;292;127.5;0.59;0.168;3
22.7;56.2;91.3;0.59;0.171;3
35;351.3;86.9;0.6;0.183;3
