Ident;CRUISE;SHIP;YEAR;MONTH;DAY;HOUR;LONGITUDE;LATITUDE;Period;DEPTH;Domain;DC;SST;SALINITY;OXYGEN;WM;WMCode;Clorofila;fosfatos;nitratos;nitritos;silicatos;TOTAL.BIOMASS;ANCHOVIES;SARDINE;JACK.MACKEREL;MACKEREL;SAMASA;FALSO.VOLADOR;BAGRE;CAMOTILLO;VINCIGUERRIA;POTA;MUNIDA;TotalBsinMunida
2928;c0001-02;BIC-Olaya;2000;2;12;1235;-79.515;-9.088333333333331;D;141.171271876;AP;48.986078281;21.1;34.89;6.06;ACF;1;.952;1.56054703905;.118094330843;.574756041223;8.33769217883;1089;26;0;0;0;0;0;0;0;0;0;1063;26
6202;c0001-02;BIC-SNP;2000;1;30;46;-76.393;-14.5225;N;795.22695644;AT;17.9768508388;21;35;6.06;ACF;1;2.027;.753808028834;.10752636643;.744258479062;2.20043422617;0;0;0;0;0;0;0;0;0;0;0;0;0
3181;c0001-02;BIC-Olaya;2000;2;11;1657;-79.25333333333333;-9.33;D;123.289676416;AP;39.2851329141;21;34.87;6.06;ACF;1;.854;1.52530277729;.013343031695;3.03447340385;10.2942224953;1570;255;0;0;0;0;0;0;0;0;0;1315;255
8652;c0001-02;BIC-Olaya;2000;1;21;2131;-71.43166666666667;-17.85333333333333;N;384.885702531;AT;8.78833877098;20.8;34.83;6.06;ACF;1;2.942;.952556719622;.137502418077;3.13441515554;6.62493983127;66;11;0;0;0;0;0;0;0;0;0;55;
2609;c0001-02;BIC-SNP;2000;2;14;2232;-79.83616666666667;-7.552333333333333;N;77.7464684463;AP;17.1732316377;20.2;34.94;6.06;ACF;1;2.281;1.68899601866;.134063828521;1.09463745799;20.5610581833;2281;1972;0;0;0;0;0;297;0;0;0;12;2269
8628;c0001-02;BIC-SNP;2000;1;22;1152;-71.524;-17.4915;D;103.755754364;AP;9.88655708094;20;34.87;6.06;ACF;1;4.594;.724526712732;.258114669102;1.67654228701;3.33038409136;1084;0;0;0;0;0;0;0;0;0;0;1084;
3431;c0001-02;BIC-Olaya;2000;2;10;1913;-79.01;-9.886666666666667;CN;164.801898408;AP;41.2229077022;19.9;34.93;6.06;ACF;1;1.324;1.26734770725;.0658753229396;1.61308411923;9.43825449125;1854;1818;0;18;0;0;0;18;0;0;0;0;1854
3652;c0001-02;BIC-SNP;2000;2;10;431;-78.8135;-10.0225;N;143.564115501;AP;33.8146790599;19.6;34.95;6.06;ACF;1;2.319;1.07049826677;.0662553908901;.718529962678;6.62580496831;139;130;0;0;9;0;0;0;0;0;0;0;139
3670;c0001-02;BIC-SNP;2000;2;10;425;-78.79833333333333;-10.03;N;141.972776287;AP;33.1952751904;19.5;34.95;6.06;ACF;1;2.383;1.05634556834;.0649286248032;.672093178748;6.47377427005;60;54;0;0;6;0;0;0;0;0;0;0;60
3720;c0001-02;BIC-SNP;2000;2;10;406;-78.75216666666667;-10.054;N;137.319267338;AP;31.1142316804;19.4;34.95;6.06;ACF;1;2.56;1.03887884762;.113528624448;.603635107704;6.24940859048;431;411;0;0;20;0;0;0;0;0;0;0;431
3824;c0001-02;BIC-SNP;2000;2;10;335;-78.67433333333334;-10.076;N;126.469327799;AP;26.9358456485;19.3;34.94;6.06;ACF;1;2.916;1.16919195613;.406937511845;.757159922066;7.22840298756;1547;1502;0;0;45;0;0;0;0;0;0;0;1547
6257;c0001-02;BIC-SNP;2000;1;30;1329;-76.329;-13.9655;D;23.3100920987;AP;.771270505926;19;35.02;6.06;ASS;3;3.78;1.73790393275;.506698229227;1.87752673748;6.20527969933;36;12;0;0;0;0;0;0;2;0;0;22;14
3883;c0001-02;BIC-SNP;2000;2;10;315;-78.63166666666666;-10.04466666666667;N;113.459851315;AP;24.2434919419;18.9;34.92;6.06;ACF;1;3.468;1.31322090583;.606000914706;.891070448192;8.42484950634;328;314;0;0;14;0;0;0;0;0;0;0;328
3681;c0001-02;BIC-SNP;2000;2;10;820;-78.7885;-9.854;D;114.909587455;AP;28.2156969366;18.8;34.9;6.06;ACF;1;3.133;1.34506927515;.177127363778;.76118030517;9.17352424154;520;500;0;0;0;0;0;0;0;0;0;20;500
861;c0001-02;BIC-Olaya;2000;2;19;2136;-81.47;-7.033333333333333;N;4815.44269745;A0;59.2134946388;24.1;34.84;6.05;AM;5;1.552;.796105377136;.225935910239;1.43873433352;2.95901234814;31;0;0;9;14;0;0;0;0;0;8;0;31
760;c0001-02;BIC-Olaya;2000;2;20;447;-81.545;-6.796666666666667;N;4082.81714335;A0;50.2047326789;23.6;34.87;6.05;AM;5;1.744;.770776142822;.418297349161;2.47766904817;2.7261520677;0;0;0;0;0;0;0;0;0;0;0;0;0
1254;c0001-02;BIC-Olaya;2000;2;19;1923;-81.20833333333333;-6.951666666666666;CN;2048.13242035;A0;45.9448689969;23.4;34.89;6.05;AM;5;1.196;.824383276875;.153534924219;1.30871380543;3.15212754611;1454;1212;0;0;0;0;0;0;0;0;242;0;1454
1788;c0001-02;BIC-SNP;2000;2;18;1939;-80.71133333333333;-6.606666666666666;CN;79.5102394678;AP;14.3427101124;22.9;34.94;6.05;AM;5;4.313;1.9798781859;.220495064525;1.16281631861;8.96592901763;227;12;0;0;215;0;0;0;0;0;0;0;227
2327;c0001-02;BIC-Olaya;2000;2;12;123;-80.095;-9.725;N;4162.53539069;A0;93.5151548808;22.3;35;6.05;AM;5;.833;.950241956643;.0762391499855;5.39276741795;7.350244201;16;0;0;12;4;0;0;0;0;0;0;0;16
5609;c0001-02;BIC-SNP;2000;2;1;1109;-76.95983333333334;-12.8345;D;281.936732103;AT;19.6181337489;22;34.96;6.05;AM;5;3.01;.77750765498;.122164776528;.401178884456;1.40345456202;135;135;0;0;0;0;0;0;0;0;0;0;135
5761;c0001-02;BIC-SNP;2000;1;31;1722;-76.80383333333333;-13.314;D;288.103545293;AT;24.5592322077;21.9;34.96;6.05;ACF;1;2.081;.789381367572;.106956728435;.58048909284;2.85994861056;24;12;0;12;0;0;0;0;0;0;0;0;24
2584;c0001-02;BIC-Olaya;2000;2;13;1212;-79.855;-8.665;D;235.709118393;AT;54.655028758;21.8;34.94;6.05;ACF;1;2.386;1.00444979487;.169172390307;.822686042973;2.25360038594;2332;2194;0;0;46;0;23;69;0;0;0;0;2332
2580;c0001-02;BIC-SNP;2000;2;12;1521;-79.86;-8.707666666666666;D;244.586293408;AT;56.5024290103;21.8;34.95;6.05;ACF;1;2.259;1.00020387268;.163529460562;.848796081218;1.86970621337;749;730;0;0;0;0;7;12;0;0;0;0;749
2612;c0001-02;BIC-Olaya;2000;2;13;1230;-79.835;-8.616666666666667;D;214.066966326;AT;51.8195539182;21.7;34.93;6.05;ACF;1;2.512;1.02451181063;.200231824684;.777241111088;2.86033025981;7603;7153;0;0;150;0;75;225;0;0;0;0;7603
2369;c0001-02;BIC-SNP;2000;2;17;1643;-80.0545;-7.096166666666667;D;63.0834048803;AP;14.8328689146;21.7;34.94;6.05;ACF;1;5.595;1.93311608201;.18795507425;1.6706728918;12.4827535524;2031;1775;0;0;0;0;0;256;0;0;0;0;2031
5770;c0001-02;BIC-Olaya;2000;1;31;1004;-76.79666666666667;-13.88833333333333;D;920.976422425;A0;25.7111397108;21.6;35.05;6.05;ASS;3;2.211;.762350044871;.200295046559;2.2220076174;2.64777341236;4368;3276;0;1092;0;0;0;0;0;0;0;0;4368
2904;c0001-02;BIC-Olaya;2000;2;12;1122;-79.54333333333334;-9.106666666666667;D;147.084164379;AP;51.0086975662;21.2;34.9;6.05;ACF;1;.982;1.53222236365;.111902915037;.73807755736;8.3399186775;1897;599;0;0;0;0;0;0;0;0;0;1298;599
2891;c0001-02;BIC-Olaya;2000;2;12;1216;-79.55833333333334;-9.115;D;150.007092171;AP;51.9849946272;21.2;34.9;6.05;ACF;1;1.005;1.5155354835;.109551981813;.856114603342;8.35192400515;1422;449;0;0;0;0;0;0;0;0;0;973;449
2872;c0001-02;BIC-Olaya;2000;2;12;1210;-79.58166666666666;-9.125;D;154.280587645;AP;53.4373315125;21.2;34.9;6.05;ACF;1;1.046;1.49105958379;.107409169188;1.00871288279;8.35280307651;1498;473;0;0;0;0;0;0;0;0;0;1025;473
3082;c0001-02;BIC-Olaya;2000;2;11;1336;-79.36166666666666;-9.563333333333333;D;167.421858011;AP;50.0265075261;20.9;34.87;6.05;ACF;1;.569;1.37085707542;.0389700507949;4.33856373978;10.7430554265;2410;2116;0;0;0;0;0;0;0;0;0;294;2116
3222;c0001-02;BIC-Olaya;2000;2;10;2152;-79.20833333333333;-9.775;N;206.893614354;AT;49.3003956161;20.5;34.93;6.05;ACF;1;.807;1.28578353394;.0395090652377;3.11805395708;10.6616526352;1026;869;0;14;0;0;0;86;0;0;0;57;969
3600;c0001-02;BIC-SNP;2000;2;10;1920;-78.86033333333333;-9.599666666666666;CN;105.327583132;AP;27.4649588791;19.8;34.86;6.05;ACF;1;2.486;1.43609218893;.204911651342;1.42078685272;9.49425733867;1354;4;0;0;0;0;0;0;0;0;0;1350;4
3528;c0001-02;BIC-SNP;2000;2;10;716;-78.92616666666666;-9.932833333333331;CD;151.044167869;AP;37.5515542958;19.7;34.94;6.05;ACF;1;1.847;1.21125123021;.0804518538759;1.19404496479;8.37940632923;966;424;0;0;12;0;0;0;0;0;0;530;436
3636;c0001-02;BIC-SNP;2000;2;10;437;-78.83066666666667;-10.0155;N;145.607621025;AP;34.5285196649;19.6;34.95;6.05;ACF;1;2.238;1.08369788932;.0665213129904;.772063295071;6.77663256531;24;20;0;0;4;0;0;0;0;0;0;0;24
3621;c0001-02;BIC-SNP;2000;2;10;445;-78.842;-10.0095;N;146.732373567;AP;34.9765313643;19.6;34.95;6.05;ACF;1;2.187;1.09433021949;.0672653588173;.810193671119;6.89925697089;694;658;0;0;36;0;0;0;0;0;0;0;694
3606;c0001-02;BIC-SNP;2000;2;10;619;-78.85666666666667;-10.0005;CD;147.986905797;AP;35.5367887509;19.6;34.95;6.05;ACF;1;2.124;1.1096324076;.0685913669687;.862974058499;7.07945658647;410;382;0;0;28;0;0;0;0;0;0;0;410
3801;c0001-02;BIC-SNP;2000;2;10;342;-78.689;-10.08333333333333;N;130.381921825;AP;27.8795354889;19.4;34.95;6.05;ACF;1;2.781;1.12534827025;.345609009609;.718869975603;6.86904305342;632;602;0;0;30;0;0;0;0;0;0;0;632
3786;c0001-02;BIC-SNP;2000;2;10;348;-78.70383333333334;-10.075;N;131.775846129;AP;28.6100280239;19.4;34.95;6.05;ACF;1;2.74;1.10741654533;.29448900938;.695432350431;6.74532667602;275;262;0;0;13;0;0;0;0;0;0;0;275
3766;c0001-02;BIC-SNP;2000;2;10;354;-78.71966666666667;-10.06833333333333;N;133.626399764;AP;29.4423262458;19.4;34.95;6.05;ACF;1;2.682;1.08457172921;.236809458809;.666785912867;6.57948495425;231;215;0;0;16;0;0;0;0;0;0;0;231
3740;c0001-02;BIC-SNP;2000;2;10;400;-78.7355;-10.06133333333333;N;135.42270724;AP;30.2658293894;19.4;34.95;6.05;ACF;1;2.624;1.06232153396;.177640277489;.636857103381;6.4188636826;51;44;0;0;7;0;0;0;0;0;0;0;51
8612;c0001-02;BIC-Olaya;2000;1;22;110;-71.58516666666667;-18.0695;N;1468.37521403;A0;24.9122231631;23.4;34.94;6.04;AM;5;.359;.679347056067;.0654089732227;3.15005775959;6.02933736489;355;19;0;0;0;0;0;0;0;0;0;336;
890;c0001-02;BIC-Olaya;2000;2;20;523;-81.45333333333333;-6.753333333333334;N;3090.95600659;A0;45.1883993771;23.2;34.87;6.04;AM;5;1.768;.76035268096;.34548717434;2.03131012639;2.66850825186;0;0;0;0;0;0;0;0;0;0;0;0;0
2115;c0001-02;BIC-SNP;2000;2;18;1517;-80.326;-6.540833333333333;D;20;AP;1.36901464219;23.1;34.88;6.04;AM;5;5.235;2.59942116751;.209008412521;1.57771011103;15.596856589;917;0;0;0;0;786;0;131;0;0;0;0;917
1864;c0001-02;BIC-SNP;2000;2;18;922;-80.611;-6.839166666666666;D;119.795258503;AP;24.2779794374;22.8;34.94;6.04;AM;5;4.818;1.82241709779;.337206673431;1.88803482941;9.28521710903;1896;1896;0;0;0;0;0;0;0;0;0;0;1896
5507;c0001-02;BIC-SNP;2000;2;1;1026;-77.05633333333333;-12.89033333333333;D;531.896803043;AT;25.6496362161;22.5;35;6.04;AM;5;2.039;.791366631133;.0588741318226;.358012421466;1.13843591721;100;0;0;100;0;0;0;0;0;0;0;0;100
1894;c0001-02;BIC-Olaya;2000;2;18;1251;-80.57833333333333;-7.393333333333334;D;189.19798253;AT;50.1820208563;22.4;34.94;6.04;AM;5;3.002;1.1940952872;.125331837905;.439312177457;6.4296476427;36;36;0;0;0;0;0;0;0;0;0;0;36
5619;c0001-02;BIC-SNP;2000;2;1;1116;-76.9445;-12.82483333333334;D;258.832652474;AT;18.495910895;21.9;34.95;6.04;ACF;1;3.183;.821117847072;.14710682175;.486961065995;1.88603310001;102;102;0;0;0;0;0;0;0;0;0;0;102
5790;c0001-02;BIC-SNP;2000;1;30;2052;-76.78333333333333;-13.88666666666667;N;829.414659398;A0;24.976385464;21.5;35.04;6.04;ASS;3;2.277;.778687394663;.208417185498;2.15038318592;2.71679751383;870;450;0;120;0;0;0;0;0;0;0;300;570
2997;c0001-02;BIC-Olaya;2000;2;11;1834;-79.44666666666667;-9.343333333333334;CN;155.34493537;AP;50.7353939051;21.5;34.88;6.04;ACF;1;.646;1.49874536676;.0168566393462;3.20838536655;10.0023641011;2586;272;0;0;0;0;0;0;0;0;0;2314;272
2352;c0001-02;BIC-SNP;2000;2;14;1957;-80.073;-7.684166666666666;N;152.907326649;AP;32.7764983058;21.5;34.93;6.04;ACF;1;3.447;1.34877631767;.123823450579;.832523254357;18.3603738112;1208;412;0;0;0;0;0;780;0;0;0;16;1192
2869;c0001-02;BIC-Olaya;2000;2;12;1203;-79.58666666666667;-9.133333333333333;D;155.597931618;AP;53.9298689385;21.2;34.9;6.04;ACF;1;1.047;1.48443315632;.104931613163;1.11250711465;8.39102410449;2243;708;0;0;0;0;0;0;0;0;0;1535;708
8631;c0001-02;BIC-SNP;2000;1;22;1159;-71.51583333333333;-17.476;D;92.8558348069;AP;9.0214836879;19.9;34.87;6.04;ACF;1;4.78;.751395917355;.261484860302;1.66082848573;3.34119095157;560;0;0;0;0;0;0;0;0;0;0;560;
3582;c0001-02;BIC-SNP;2000;2;10;626;-78.878;-9.9925;CD;150.640166743;AP;36.4951606119;19.7;34.95;6.04;ACF;1;2.012;1.12347200957;.0673104005007;.936565569052;7.26295833934;4;2;0;0;2;0;0;0;0;0;0;0;4
3702;c0001-02;BIC-SNP;2000;2;10;826;-78.77183333333333;-9.848666666666666;D;110.923978954;AP;27.1317525538;18.7;34.9;6.04;ACF;1;3.287;1.35674897283;.188206869463;.693136991588;9.19275495617;14;2;0;0;0;0;0;0;0;0;0;12;2
661;c0001-02;BIC-SNP;2000;2;20;1751;-81.63783333333333;-6.395833333333333;CN;3893.87599283;A0;36.975633026;23.9;34.91;6.03;AM;5;1.639;.74604445788;1.28732206237;4.72885578782;1.95825718082;4;4;0;0;0;0;0;0;0;0;0;0;4
739;c0001-02;BIC-Olaya;2000;2;20;441;-81.56;-6.805;N;4298.07673061;A0;51.1326540388;23.7;34.87;6.03;AM;5;1.722;.774205438006;.430245166469;2.52557162481;2.74445799752;0;0;0;0;0;0;0;0;0;0;0;0;0
1235;c0001-02;BIC-SNP;2000;2;19;127;-81.224;-6.883833333333333;N;2141.92298451;A0;43.7518887274;23.3;34.87;6.03;AM;5;1.274;.794881523789;.135366675156;1.31252160657;2.97139945822;4295;3600;0;0;0;0;0;0;0;0;695;0;4295
1117;c0001-02;BIC-SNP;2000;2;19;2125;-81.30933333333333;-6.8265;N;2687.30308394;A0;43.7894408973;23.3;34.87;6.03;AM;5;1.592;.732367351754;.119629867009;1.12615804563;2.79576152721;1132;566;0;0;0;0;0;0;0;0;566;0;1132
1783;c0001-02;BIC-Olaya;2000;2;18;1702;-80.715;-7.166666666666667;D;274.06638077;AT;44.0311985516;23.1;34.94;6.03;AM;5;2.473;1.23773031439;.204161303981;1.14535759494;6.57896081285;9;6;0;0;0;0;0;0;0;0;0;3;6
2364;c0001-02;BIC-Olaya;2000;2;12;547;-80.06;-9.403333333333332;CD;2505.44941408;A0;85.8530750498;22.2;35.01;6.03;ASS;3;1.88;1.30271626948;.0992859659109;6.79239853571;8.57734037981;21;0;0;2;1;0;0;0;0;0;18;0;21
5633;c0001-02;BIC-SNP;2000;2;1;1124;-76.92733333333334;-12.81466666666667;D;236.132732166;AT;17.3398758518;21.9;34.95;6.03;ACF;1;3.377;.870372775391;.17471588443;.585037700282;2.43491605911;158;158;0;0;0;0;0;0;0;0;0;0;158
5777;c0001-02;BIC-SNP;2000;1;31;1729;-76.78833333333333;-13.31066666666666;D;262.982912107;AT;23.7638377236;21.8;34.96;6.03;ACF;1;2.158;.815011092195;.110387285562;.597770517119;3.10123417831;139;64;0;75;0;0;0;0;0;0;0;0;139
5647;c0001-02;BIC-SNP;2000;2;1;1131;-76.91116666666667;-12.80416666666667;D;213.912689414;AT;16.2117945372;21.8;34.94;6.03;ACF;1;3.57;.918371389188;.20174943303;.681104167601;2.96632538457;1722;1410;0;0;0;0;0;0;0;0;0;312;1410
2579;c0001-02;BIC-Olaya;2000;2;13;1206;-79.86166666666666;-8.68;D;244.418936804;AT;55.5793159292;21.8;34.94;6.03;ACF;1;2.342;1.00820622307;.166309160356;.837190375386;2.16756085173;5831;5486;0;0;115;0;57;173;0;0;0;0;5831
5754;c0001-02;BIC-Olaya;2000;1;31;958;-76.81166666666667;-13.89833333333333;D;1075.33896607;A0;26.4989389379;21.7;35.05;6.03;ASS;3;2.134;.743308904708;.190011930331;2.33897912581;2.58106395832;114;86;0;28;0;0;0;0;0;0;0;0;114
5663;c0001-02;BIC-SNP;2000;2;1;1139;-76.893;-12.795;D;190.025012384;AT;14.9640272038;21.7;34.93;6.03;ACF;1;3.833;.971102742948;.230085580965;.788544194528;3.56281872795;777;252;0;0;0;0;0;0;0;0;0;525;252
5393;c0001-02;BIC-SNP;2000;2;1;1904;-77.17483333333334;-12.66683333333333;CN;395.476265596;AT;24.4985152574;21.5;34.97;6.03;ACF;1;2.381;1.0070730906;.136102458362;.60037138861;1.65165433449;0;0;0;0;0;0;0;0;0;0;0;0;0
3042;c0001-02;BIC-Olaya;2000;2;11;1817;-79.40166666666667;-9.32;CN;146.42354015;AP;47.820185028;21.5;34.88;6.03;ACF;1;.603;1.5135241546;.0155048140759;2.95404158195;9.94121746856;2406;253;0;0;0;0;0;0;0;0;0;2153;253
3028;c0001-02;BIC-Olaya;2000;2;11;1822;-79.41666666666667;-9.326666666666666;CN;149.270938478;AP;48.7300055642;21.5;34.88;6.03;ACF;1;.619;1.50894633371;.0147676438768;3.02599271151;9.95568614232;1456;153;0;0;0;0;0;0;0;0;0;1303;153
3014;c0001-02;BIC-Olaya;2000;2;11;1828;-79.43166666666667;-9.335;CN;152.302969322;AP;49.7053138738;21.5;34.88;6.03;ACF;1;.633;1.50377700795;.015810583971;3.11658616748;9.97967930306;3741;393;0;0;0;0;0;0;0;0;0;3348;393
5813;c0001-02;BIC-SNP;2000;1;30;2058;-76.7715;-13.87783333333333;N;707.137443638;AT;24.3544987942;21.4;35.04;6.03;ASS;3;2.338;.794495482159;.217172402531;2.0586355727;2.77231049626;280;80;0;20;0;0;0;0;0;0;0;180;100
2982;c0001-02;BIC-Olaya;2000;2;11;1959;-79.46166666666667;-9.348333333333333;N;157.982078535;AP;51.7302476108;21.4;34.89;6.03;ACF;1;.66;1.49519964136;.0175523855962;3.26555254763;10.0031215274;2334;245;0;0;0;0;0;0;0;0;0;2089;245
2965;c0001-02;BIC-Olaya;2000;2;11;2005;-79.47666666666667;-9.356666666666667;N;160.944893472;AP;52.7182908301;21.4;34.89;6.03;ACF;1;.671;1.49041583239;.0186040484771;3.35952208428;10.0234512727;136;14;0;0;0;0;0;0;0;0;0;122;14
2948;c0001-02;BIC-Olaya;2000;2;11;2011;-79.49166666666666;-9.366666666666667;N;164.121731394;AP;53.6672358229;21.4;34.89;6.03;ACF;1;.68;1.48227688484;.0212521868939;3.48918910279;10.0509131315;42;42;0;0;0;0;0;0;0;0;0;0;42
2933;c0001-02;BIC-Olaya;2000;2;11;2017;-79.50333333333333;-9.375;N;166.688048907;AP;54.4120475195;21.4;34.89;6.03;ACF;1;.685;1.47268319213;.0249616596021;3.61621769571;10.073516318;321;321;0;0;0;0;0;0;0;0;0;0;321
2857;c0001-02;BIC-Olaya;2000;2;12;1156;-79.60166666666667;-9.141666666666667;D;158.39864753;AP;54.9199651529;21.2;34.91;6.03;ACF;1;1.069;1.46890062692;.103352126033;1.23478508539;8.40360334807;5152;212;0;0;0;0;0;0;0;0;0;4940;212
2840;c0001-02;BIC-Olaya;2000;2;12;1150;-79.61833333333334;-9.148333333333333;D;161.29969594;AP;55.9475267146;21.2;34.91;6.03;ACF;1;1.095;1.45257962596;.102682195942;1.34219283212;8.40183044108;7246;2254;0;0;0;0;0;0;0;0;0;4992;2254
2630;c0001-02;BIC-Olaya;2000;2;12;1917;-79.82;-8.983333333333333;CN;218.206365354;AT;61.2969102351;21.2;34.98;6.03;ACF;1;2.004;1.18962414042;.13686767654;.976422868403;5.86230235363;1217;841;0;0;0;0;0;376;0;0;0;0;1217
5830;c0001-02;BIC-SNP;2000;1;31;1106;-76.75883333333333;-13.58033333333334;D;265.393974686;AT;29.277572775;21.1;35.04;6.03;ASS;3;2.485;.867191228345;.244140825596;.8869362925;2.63313846918;222;222;0;0;0;0;0;0;0;0;0;0;222
2939;c0001-02;BIC-Olaya;2000;2;12;1241;-79.5;-9.08;D;138.281070006;AP;47.8728087888;21.1;34.88;6.03;ACF;1;.934;1.57301867011;.121216710161;.547121915797;8.37379458559;845;20;0;0;0;0;0;0;0;0;0;825;20
3175;c0001-02;BIC-Olaya;2000;2;11;1702;-79.25666666666666;-9.313333333333333;D;122.785451914;AP;39.328009975;21;34.87;6.03;ACF;1;.869;1.53356261666;.0251832236061;2.87230663075;10.166774405;1838;298;0;0;0;0;0;0;0;0;0;1540;298
6103;c0001-02;BIC-SNP;2000;1;30;856;-76.499;-14.3045;D;846.356689187;A0;15.0761402109;20.9;35;6.03;ACF;1;1.542;.857633192532;.135996825051;1.29498622833;4.58715930376;474;50;0;0;0;0;0;0;0;0;0;424;50
3070;c0001-02;BIC-Olaya;2000;2;11;1330;-79.37666666666667;-9.57;D;170.329233078;AP;51.0126981877;20.9;34.87;6.03;ACF;1;.552;1.36209348239;.0398765696532;4.37160795283;10.6839612201;2811;2551;0;0;0;0;0;0;0;0;0;260;2551
3091;c0001-02;BIC-SNP;2000;2;12;1009;-79.35116666666667;-8.719666666666667;D;100.341509745;AP;29.5646738601;20.8;34.79;6.03;ACF;1;1.423;1.69058777466;1.38938006327;.697078016708;11.2238749354;596;286;0;0;0;0;0;0;0;0;0;310;286
3211;c0001-02;BIC-Olaya;2000;2;10;2158;-79.22166666666666;-9.785;N;222.736222273;AT;50.2229856587;20.6;34.93;6.03;ACF;1;.787;1.27227852445;.0393364487617;3.16697812253;10.5968427017;1180;999;0;16;0;0;0;99;0;0;0;66;1114
3438;c0001-02;BIC-Olaya;2000;2;10;1907;-79.00666666666666;-9.905;CN;165.673976929;AP;41.425076339;20;34.94;6.03;ACF;1;1.32;1.24438681248;.0614994829454;1.55122242275;9.10951178551;1725;1691;0;17;0;0;0;17;0;0;0;0;1725
3565;c0001-02;BIC-SNP;2000;2;10;632;-78.89316666666667;-9.987;CD;152.600715866;AP;37.1905757131;19.8;34.95;6.03;ACF;1;1.929;1.13267788099;.0660127716158;.990489275282;7.39209591965;111;99;0;0;12;0;0;0;0;0;0;0;111
3547;c0001-02;BIC-SNP;2000;2;10;637;-78.908;-9.9785;CD;154.08210307;AP;37.7787499697;19.8;34.95;6.03;ACF;1;1.855;1.14590396989;.0659313317278;1.0501749253;7.57115333189;2380;2350;0;0;30;0;0;0;0;0;0;0;2380
3512;c0001-02;BIC-SNP;2000;2;10;709;-78.941;-9.940666666666665;CD;155.2871031;AP;38.4993963466;19.8;34.94;6.03;ACF;1;1.723;1.19998195672;.0721620316599;1.23014032483;8.29402548178;2478;1975;0;0;101;0;0;0;0;0;0;402;2076
1096;c0001-02;BIC-Olaya;2000;2;19;152;-81.31833333333333;-7.228333333333333;N;4241.32620382;A0;64.6158023619;24.1;34.89;6.02;AM;5;1.255;.818067799414;.144444701808;.990083379013;3.42717198953;1085;846;0;0;14;0;0;0;0;0;225;0;1085
1074;c0001-02;BIC-Olaya;2000;2;19;146;-81.33333333333333;-7.238333333333333;N;4521.56676494;A0;65.6014614083;24.1;34.89;6.02;AM;5;1.26;.822898425274;.144664008547;.978365516005;3.40413841694;1702;1327;0;0;22;0;0;0;0;0;353;0;1702
1056;c0001-02;BIC-Olaya;2000;2;19;141;-81.345;-7.246666666666667;N;4737.64645857;A0;66.394401827;24.1;34.88;6.02;AM;5;1.262;.826718062071;.144645871865;.966294355639;3.38526125844;902;704;0;0;11;0;0;0;0;0;187;0;902
844;c0001-02;BIC-Olaya;2000;2;19;2142;-81.485;-7.041666666666667;N;5008.08928362;A0;60.1066638056;24.1;34.83;6.02;AM;5;1.564;.801186214971;.230209785009;1.44766480488;2.94759583395;57;0;0;18;25;0;0;0;0;0;14;0;57
1150;c0001-02;BIC-Olaya;2000;2;19;204;-81.29;-7.211666666666667;N;3711.21000154;A0;62.8192358797;24;34.91;6.02;AM;5;1.243;.809250459197;.143344931232;1.00192830766;3.4679730935;472;368;0;0;6;0;0;0;0;0;98;0;472
1125;c0001-02;BIC-Olaya;2000;2;19;158;-81.305;-7.22;N;3989.80842799;A0;63.7561420534;24;34.9;6.02;AM;5;1.25;.813826852793;.144049502253;.997285281146;3.44649380621;63;49;0;0;1;0;0;0;0;0;13;0;63
1188;c0001-02;BIC-Olaya;2000;2;19;216;-81.26166666666667;-7.195;N;3357.50199225;A0;61.0261664578;23.9;34.93;6.02;AM;5;1.228;.820644997897;.155442409006;1.04339272448;3.51793920906;939;732;0;0;12;0;0;0;0;0;195;0;939
1173;c0001-02;BIC-Olaya;2000;2;19;210;-81.275;-7.203333333333333;N;3513.94933654;A0;61.8921613733;23.9;34.92;6.02;AM;5;1.235;.814125962898;.14887779938;1.02125287897;3.494911027;1123;876;0;0;14;0;0;0;0;0;233;0;1123
1209;c0001-02;BIC-Olaya;2000;2;19;221;-81.24666666666667;-7.185;N;3182.14805458;A0;60.0468675964;23.8;34.93;6.02;AM;5;1.218;.828415357639;.163184653674;1.07014099205;3.5419055689;912;712;0;0;11;0;0;0;0;0;189;0;912
1275;c0001-02;BIC-Olaya;2000;2;19;1917;-81.19166666666666;-6.951666666666666;CN;1977.70429164;A0;45.400346813;23.4;34.89;6.02;AM;5;1.168;.844039209174;.161809195084;1.35480835736;3.19168673279;1660;1384;0;0;0;0;0;0;0;0;276;0;1660
5483;c0001-02;BIC-Olaya;2000;1;31;1449;-77.08166666666666;-13.76166666666667;D;2215.03095049;A0;43.6185590696;22.9;35.15;6.02;ASS;3;1.132;.60907609161;.0794251568209;2.47835070349;1.29055181789;0;0;0;0;0;0;0;0;0;0;0;0;0
5451;c0001-02;BIC-Olaya;2000;2;1;43;-77.11333333333333;-13.48166666666667;N;1479.22284432;A0;45.587602098;22.8;35.11;6.02;ASS;3;1.027;.672956813705;.0706719466456;.860785574158;.916793719439;144;92;0;36;14;0;0;0;0;0;2;0;144
