Ident;CRUISE;SHIP;YEAR;MONTH;DAY;HOUR;LONGITUDE;LATITUDE;Period;DEPTH;Domain;DC;SST;SALINITY;OXYGEN;WM;WMCode;Clorofila;fosfatos;nitratos;nitritos;silicatos;TOTAL.BIOMASS;ANCHOVIES;SARDINE;JACK.MACKEREL;MACKEREL;SAMASA;FALSO.VOLADOR;BAGRE;CAMOTILLO;VINCIGUERRIA;POTA;MUNIDA;TotalBsinMunida
6475;c0001-02;BIC-SNP;2000;1;29;2017;-76.01316666666666;-14.50866666666667;N;22.725689327;AP;1.92818652199;17.5;34.84;6.72;ACF;1;6.361;1.25401150767;.365789944701;.928444153834;5.07584212972;1500;0;0;0;0;0;0;0;0;0;0;1500;0
2143;c0001-02;BIC-SNP;2000;2;18;135;-80.29016666666666;-6.942833333333334;N;82.1646694534;AP;20.6085870456;22.6;34.92;6.71;AM;5;6.883;1.91867617342;.21619260119;1.72482941698;11.8321051848;170;22;0;0;0;0;0;120;0;0;0;28;142
2037;c0001-02;BIC-Olaya;2000;2;18;1402;-80.42;-7.296666666666667;D;155.557068834;AP;39.3297031359;22.4;34.95;6.7;AM;5;3.872;1.28113019976;.13252672702;.561864740151;7.50910134205;385;385;0;0;0;0;0;0;0;0;0;0;385
2889;c0001-02;BIC-Olaya;2000;2;12;1649;-79.56166666666667;-8.84;D;138.519712728;AP;44.3751630982;21.1;34.88;6.7;ACF;1;1.548;1.42778914931;.386726842381;.508216606757;7.28410478598;1587;317;0;0;0;0;0;0;0;0;0;1270;317
6271;c0001-02;BIC-SNP;2000;1;30;16;-76.31616666666666;-14.478;N;284.66118488;AT;12.9192740481;20.6;34.95;6.7;ACF;1;2.644;.892604616531;.154039260638;1.0099603142;2.41916617765;195;95;0;0;0;0;0;0;0;0;0;100;95
2040;c0001-02;BIC-SNP;2000;2;17;1303;-80.41483333333333;-7.298;D;155.103666351;AP;39.1438849706;22.4;34.95;6.69;AM;5;3.868;1.28288829377;.132643022738;.564153240939;7.52297479265;530;456;0;0;0;0;0;74;0;0;0;0;530
2758;c0001-02;BIC-SNP;2000;2;12;1407;-79.703;-8.755666666666666;D;163.12960979;AP;49.5560194783;21.5;34.91;6.69;ACF;1;2.093;1.19947918657;.351629892863;.660070397656;4.49872197304;425;380;0;0;0;0;8;12;0;0;0;25;400
2949;c0001-02;BIC-Olaya;2000;2;12;1620;-79.49166666666666;-8.82;D;126.513916596;AP;40.2204585375;21.1;34.85;6.69;ACF;1;1.404;1.51350236667;.489862537789;.396631483482;8.23893329069;5060;830;0;0;0;0;0;0;0;0;0;4230;830
6420;c0001-02;BIC-SNP;2000;1;29;1756;-76.10483333333333;-14.638;CN;148.875019949;AP;9.69390260658;19.6;34.93;6.69;ACF;1;4.789;.826120497845;.226915425714;.369953201612;2.6978978763;0;0;0;0;0;0;0;0;0;0;0;0;0
2877;c0001-02;BIC-Olaya;2000;2;12;1655;-79.57666666666667;-8.848333333333333;D;141.063679573;AP;45.3880543239;21.1;34.89;6.68;ACF;1;1.57;1.41138091001;.359788955841;.534565375427;7.1130123366;2020;404;0;0;0;0;0;0;0;0;0;1616;404
2256;c0001-02;BIC-SNP;2000;2;17;1448;-80.178;-7.165333333333333;D;95.1585994296;AP;23.2174224123;22.3;34.95;6.67;AM;5;4.834;1.5945346995;.157953294093;1.04297420058;9.06660473951;21;11;0;0;0;0;0;10;0;0;0;0;21
6481;c0001-02;BIC-SNP;2000;1;29;2011;-76.00316666666667;-14.52166666666667;N;21.8555049638;AP;1.840428274;17.5;34.84;6.67;ACF;1;6.519;1.24286793385;.367981756418;.877051269178;5.09141746129;1350;0;0;0;0;0;0;0;0;0;0;1350;0
2865;c0001-02;BIC-Olaya;2000;2;12;1701;-79.59166666666667;-8.856666666666667;D;143.596916065;AP;46.4096587381;21.1;34.89;6.66;ACF;1;1.592;1.39529156786;.334355776999;.561018268407;6.9528551742;2642;528;0;0;0;0;0;0;0;0;0;2114;528
2740;c0001-02;BIC-SNP;2000;2;12;1413;-79.71983333333333;-8.752333333333333;D;165.978328621;AP;50.3960309588;21.5;34.92;6.65;ACF;1;2.145;1.17396311353;.33201466446;.681685418052;4.16865499892;2890;2830;0;0;0;0;30;30;0;0;0;0;2890
2979;c0001-02;BIC-SNP;2000;2;12;1055;-79.4635;-8.783666666666667;D;121.913715711;AP;37.5581890869;21.1;34.84;6.65;ACF;1;1.398;1.53923541624;.668911012021;.4226713491;8.71592169964;2744;504;0;0;0;0;0;0;0;0;0;2240;504
2025;c0001-02;BIC-Olaya;2000;2;18;1356;-80.43;-7.306666666666667;D;158.977023986;AP;40.2113115637;22.4;34.95;6.63;AM;5;3.88;1.2748778741;.131509002325;.552777821343;7.51751588477;899;899;0;0;0;0;0;0;0;0;0;0;899
2854;c0001-02;BIC-Olaya;2000;2;12;1707;-79.605;-8.866666666666667;D;145.821190905;AP;47.3872495351;21.1;34.9;6.63;ACF;1;1.606;1.38230841645;.308950995665;.586114159845;6.83414657456;535;107;0;0;0;0;0;0;0;0;0;428;107
1857;c0001-02;BIC-SNP;2000;2;18;517;-80.61833333333334;-7.094333333333333;N;169.503926155;AP;37.5953047393;23;34.94;6.62;AM;5;3.695;1.42610381748;.193875107193;1.21626241289;7.8784159409;0;0;0;0;0;0;0;0;0;0;0;0;0
2268;c0001-02;BIC-SNP;2000;2;17;1456;-80.1635;-7.1575;D;91.5469201985;AP;22.3331791356;22.3;34.95;6.62;AM;5;4.939;1.63660419445;.161092717837;1.11417692088;9.49480026692;133;127;0;0;0;0;0;6;0;0;0;0;133
2837;c0001-02;BIC-Olaya;2000;2;12;1713;-79.62166666666667;-8.875;D;148.616082591;AP;48.4822831941;21.1;34.91;6.62;ACF;1;1.631;1.36478050301;.285560267594;.615208936813;6.67586586609;1846;1275;0;0;0;0;0;571;0;0;0;0;1846
2021;c0001-02;BIC-SNP;2000;2;17;1251;-80.43366666666667;-7.308666666666666;D;159.894193607;AP;40.4552817131;22.4;34.95;6.61;AM;5;3.883;1.27296177414;.131246864262;.549980155778;7.51303432895;500;430;0;0;0;0;0;70;0;0;0;0;500
2724;c0001-02;BIC-SNP;2000;2;12;1420;-79.737;-8.748166666666666;D;168.913705326;AP;51.2369995667;21.5;34.92;6.61;ACF;1;2.2;1.1473541464;.311907591386;.703195722072;3.818282553;1485;1455;0;0;0;0;15;15;0;0;0;0;1485
2422;c0001-02;BIC-SNP;2000;2;17;659;-80.00483333333334;-7.3615;CD;99.3751500424;AP;22.4916889234;21.3;34.93;6.61;ACF;1;3.18;1.70366884099;.153395001004;1.12448172805;13.6900630046;1261;211;0;0;0;0;0;1050;0;0;0;0;1261
6488;c0001-02;BIC-SNP;2000;1;29;2004;-75.99266666666666;-14.535;N;20.8034777292;AP;1;17.5;34.84;6.61;ACF;1;6.686;1.2321444245;.370427924396;.82563643748;5.10977036313;2100;0;0;0;0;0;0;0;0;0;0;2100;0
2407;c0001-02;BIC-SNP;2000;2;17;705;-80.0185;-7.369;CD;103.509063032;AP;23.3527516588;21.4;34.93;6.6;ACF;1;3.225;1.67269466796;.150976138496;1.08680115732;13.5152578571;2522;422;0;0;0;0;0;2100;0;0;0;0;2522
2994;c0001-02;BIC-SNP;2000;2;12;1049;-79.45033333333333;-8.775333333333334;D;119.696714811;AP;36.5610447378;21.1;34.83;6.6;ACF;1;1.379;1.55407376856;.74560694313;.451641568805;8.96809694249;2074;264;0;0;0;0;0;0;0;0;0;1810;264
2959;c0001-02;BIC-Olaya;2000;2;12;1614;-79.48;-8.831666666666667;D;124.429495326;AP;39.895534705;21.1;34.85;6.6;ACF;1;1.352;1.53045007045;.488312435082;.406610895393;8.4189346184;2611;63;0;0;0;0;0;0;0;0;0;2548;63
2825;c0001-02;BIC-Olaya;2000;2;12;1718;-79.635;-8.883333333333333;D;150.859211112;AP;49.3901088166;21.1;34.91;6.6;ACF;1;1.648;1.35175256436;.265741928272;.639549822847;6.56948071017;2097;1525;0;0;0;0;0;572;0;0;0;0;2097
1849;c0001-02;BIC-Olaya;2000;2;18;1627;-80.62833333333333;-7.115;D;173.331554369;AP;38.9039733514;23;34.94;6.59;AM;5;3.489;1.38587933847;.186407814828;1.15752318716;7.67352785898;14;10;0;0;0;0;0;0;0;0;0;4;10
2159;c0001-02;BIC-SNP;2000;2;18;129;-80.27516666666666;-6.933833333333333;N;77.7480385298;AP;19.6354728871;22.6;34.92;6.59;AM;5;7.041;1.94612858352;.215574984719;1.75667120198;12.1107528113;520;0;0;0;0;0;0;520;0;0;0;0;520
6492;c0001-02;BIC-SNP;2000;1;29;1944;-75.98533333333333;-14.57183333333334;N;33.4963425227;AP;2.17649255808;17.7;34.85;6.59;ACF;1;6.795;1.16840873442;.358927552636;.685753730454;4.86813411262;450;0;0;0;0;0;0;0;0;0;0;450;0
2389;c0001-02;BIC-SNP;2000;2;17;712;-80.03533333333333;-7.376166666666666;CD;108.244563959;AP;24.3711109774;21.4;34.93;6.58;ACF;1;3.283;1.63746637579;.148385643754;1.04398068929;13.2644190781;2823;472;0;0;0;0;0;2351;0;0;0;0;2823
2011;c0001-02;BIC-Olaya;2000;2;18;1350;-80.445;-7.315;D;162.759700974;AP;41.2052315554;22.4;34.95;6.57;AM;5;3.893;1.26700229156;.130441881126;.541073016131;7.49248663156;1881;1881;0;0;0;0;0;0;0;0;0;0;1881
2705;c0001-02;BIC-SNP;2000;2;12;1427;-79.75583333333333;-8.744333333333334;D;172.230966036;AP;52.1413126009;21.6;34.93;6.57;ACF;1;2.236;1.11839288964;.288372059738;.727197644825;3.43568244194;926;902;0;0;0;0;12;12;0;0;0;0;926
6256;c0001-02;BIC-SNP;2000;1;30;21;-76.33033333333333;-14.487;N;308.674313407;AT;13.8901405245;20.7;34.96;6.57;ACF;1;2.53;.862479704308;.144497208137;.953363907899;2.37472513007;130;35;0;0;0;0;0;0;0;0;0;95;35
6409;c0001-02;BIC-SNP;2000;1;29;1750;-76.1205;-14.64583333333334;CN;163.986124328;AP;10.6821859749;19.8;34.95;6.57;ACF;1;4.513;.793514423308;.210038927193;.364725136007;2.51046980399;0;0;0;0;0;0;0;0;0;0;0;0;0
2281;c0001-02;BIC-SNP;2000;2;17;1515;-80.14916666666667;-7.151833333333333;D;88.3867856424;AP;21.5334331717;22.2;34.95;6.56;AM;5;5.022;1.67378062543;.16435467239;1.17758176424;9.8760546816;284;272;0;0;0;0;0;12;0;0;0;0;284
2441;c0001-02;BIC-SNP;2000;2;17;652;-79.99033333333334;-7.3535;CD;94.9548036336;AP;21.5857743986;21.3;34.93;6.56;ACF;1;3.134;1.73744642758;.156034314745;1.16585016132;13.8763048622;1315;219;0;0;0;0;0;1096;0;0;0;0;1315
2818;c0001-02;BIC-SNP;2000;2;12;1844;-79.63783333333333;-8.588666666666667;CN;148.384773477;AP;42.0595241422;21.5;34.87;6.55;ACF;1;2.272;1.32661625416;.641404619995;.538015897601;6.78328754812;617;202;0;0;0;0;0;0;0;0;0;415;202
2375;c0001-02;BIC-SNP;2000;2;17;718;-80.0505;-7.384666666666667;CD;112.824960558;AP;25.3512147736;21.4;34.93;6.55;ACF;1;3.333;1.60484318548;.145820116746;1.00493880319;13.076996078;4221;716;0;0;0;0;0;3505;0;0;0;0;4221
2808;c0001-02;BIC-Olaya;2000;2;12;1724;-79.65;-8.891666666666667;D;153.393842846;AP;50.3642896342;21;34.92;6.55;ACF;1;1.669;1.33695298405;.246394456123;.666423840813;6.45355070844;2150;1564;0;0;0;0;0;586;0;0;0;0;2150
2791;c0001-02;BIC-SNP;2000;2;12;1832;-79.66516666666666;-8.604;CN;153.816114079;AP;43.8377764633;21.6;34.88;6.54;ACF;1;2.294;1.28060371785;.584900528714;.571666590868;6.12870179847;1022;720;0;0;0;0;0;0;0;0;0;302;720
2769;c0001-02;BIC-SNP;2000;2;12;1819;-79.693;-8.62;CN;159.275775673;AP;45.7551562051;21.6;34.89;6.54;ACF;1;2.32;1.23392845491;.505650408341;.607540730361;5.45633591759;283;200;0;0;0;0;8;10;0;0;0;65;218
2753;c0001-02;BIC-SNP;2000;2;12;1813;-79.70683333333334;-8.627666666666666;CN;161.977380574;AP;46.6666234398;21.6;34.89;6.54;ACF;1;2.335;1.21094139062;.468529004311;.6258974683;5.12422447153;246;220;0;0;0;0;12;14;0;0;0;0;246
2806;c0001-02;BIC-SNP;2000;2;12;1838;-79.6515;-8.5965;CN;151.104699978;AP;42.9418948917;21.5;34.87;6.54;ACF;1;2.282;1.30351516864;.616817149713;.554674897703;6.45460865387;721;235;0;0;0;0;0;0;0;0;0;486;235
2032;c0001-02;BIC-SNP;2000;2;17;1244;-80.42316666666666;-7.321166666666667;D;160.951272996;AP;40.426068003;22.3;34.95;6.53;AM;5;3.874;1.27432104622;.130844680719;.551304875854;7.57910421603;1186;990;0;0;0;0;0;196;0;0;0;0;1186
2780;c0001-02;BIC-SNP;2000;2;12;1825;-79.67933333333333;-8.611666666666666;CN;156.614654996;AP;44.7869649265;21.6;34.88;6.53;ACF;1;2.307;1.2569671701;.54442751749;.589646659922;5.791429975;1995;995;0;0;0;0;0;0;0;0;0;1000;995
2741;c0001-02;BIC-SNP;2000;2;12;1806;-79.71966666666667;-8.635666666666667;CN;164.471747699;AP;47.480519883;21.6;34.9;6.53;ACF;1;2.348;1.18939872601;.434455038774;.643479442059;4.80686832382;1038;996;0;0;0;0;14;28;0;0;0;0;1038
2833;c0001-02;BIC-SNP;2000;2;12;1850;-79.624;-8.580833333333333;CN;145.616490918;AP;41.1403968869;21.4;34.86;6.53;ACF;1;2.263;1.35004275365;.665666258627;.521548593195;7.11454225609;897;295;0;0;0;0;0;0;0;0;0;602;295
2971;c0001-02;BIC-Olaya;2000;2;12;1609;-79.47;-8.843333333333334;D;122.733043342;AP;39.6490484016;21.1;34.85;6.53;ACF;1;1.304;1.54349791431;.493479574667;.433942461169;8.56761883902;4860;118;0;0;0;0;0;0;0;0;0;4742;118
6495;c0001-02;BIC-SNP;2000;1;29;1958;-75.98083333333334;-14.54883333333333;N;18.7447138832;AP;1;17.5;34.84;6.53;ACF;1;6.876;1.22288969848;.373748781786;.773805513556;5.14038156484;192;0;0;0;0;0;0;0;0;0;0;192;0
3008;c0001-02;BIC-SNP;2000;2;12;1043;-79.43583333333333;-8.766666666666667;D;117.251276308;AP;35.4992770117;21;34.82;6.52;ACF;1;1.356;1.57125958548;.831989128017;.484885010246;9.25871902513;1152;450;0;0;0;0;0;0;0;0;0;702;450
1836;c0001-02;BIC-Olaya;2000;2;18;1632;-80.64166666666667;-7.123333333333333;D;176.457341425;AP;39.673717626;23.1;34.94;6.51;AM;5;3.327;1.3607146699;.187559533316;1.15167372755;7.48991183919;14;10;0;0;0;0;0;0;0;0;0;4;10
2000;c0001-02;BIC-Olaya;2000;2;18;1344;-80.45833333333333;-7.323333333333333;D;166.309199372;AP;42.1102129129;22.4;34.95;6.51;AM;5;3.905;1.25978535663;.12947205989;.529815992447;7.4550097507;1314;1314;0;0;0;0;0;0;0;0;0;0;1314
2850;c0001-02;BIC-SNP;2000;2;12;1857;-79.60816666666666;-8.572166666666666;CN;142.461875127;AP;40.0859490576;21.4;34.85;6.51;ACF;1;2.253;1.37684299525;.692842144545;.503186813747;7.49017935462;2620;2100;0;0;0;0;0;0;0;0;0;520;2100
2360;c0001-02;BIC-SNP;2000;2;17;724;-80.0635;-7.392;D;116.748922488;AP;26.1762519592;21.4;34.93;6.51;ACF;1;3.376;1.57763977944;.143674973276;.972664929204;12.9186253192;2460;410;0;0;0;0;0;2050;0;0;0;0;2460
2456;c0001-02;BIC-SNP;2000;2;17;645;-79.9775;-7.3455;CD;90.8729709853;AP;20.7269010779;21.3;34.93;6.51;ACF;1;3.093;1.76911106677;.158578757397;1.20478475907;14.0261989354;2040;340;0;0;0;0;0;1700;0;0;0;0;2040
2796;c0001-02;BIC-Olaya;2000;2;12;1730;-79.66333333333333;-8.9;D;155.830742094;AP;51.2485324746;21;34.93;6.51;ACF;1;1.685;1.32450969019;.229334747583;.690955621414;6.36721357865;547;428;0;0;0;0;0;119;0;0;0;0;547
2727;c0001-02;BIC-SNP;2000;2;12;1800;-79.73416666666667;-8.643333333333333;CN;167.352926365;AP;48.3700226147;21.7;34.9;6.5;ACF;1;2.367;1.16557953388;.398525454459;.663417034671;4.46139795504;122;105;0;0;0;0;6;11;0;0;0;0;122
2296;c0001-02;BIC-SNP;2000;2;17;1541;-80.1345;-7.146166666666667;D;85.1992779666;AP;20.6912664627;22.1;34.95;6.49;AM;5;5.108;1.71105369844;.1676277225;1.24227309187;10.2580190854;482;400;0;0;0;0;0;82;0;0;0;0;482
2684;c0001-02;BIC-SNP;2000;2;12;1433;-79.77383333333333;-8.740333333333334;D;175.461224695;AP;52.9680645575;21.6;34.93;6.49;ACF;1;2.23;1.09033225055;.265250689925;.749863794808;3.0597480755;276;264;0;0;0;0;6;6;0;0;0;0;276
2861;c0001-02;BIC-SNP;2000;2;12;1903;-79.596;-8.565333333333333;CN;139.945243093;AP;39.2508103661;21.3;34.85;6.49;ACF;1;2.247;1.39756660949;.71295790428;.489405259761;7.78006986577;1906;906;0;0;0;0;0;0;0;0;0;1000;906
6498;c0001-02;BIC-SNP;2000;1;29;1951;-75.976;-14.56166666666667;N;21.4542944705;AP;1.42573842699;17.6;34.85;6.49;ACF;1;6.951;1.20456612976;.371654658526;.726058391194;5.08608601304;11;0;0;0;0;0;0;0;0;0;0;11;0
2172;c0001-02;BIC-SNP;2000;2;18;122;-80.25933333333333;-6.9255;N;73.2939139408;AP;18.5714424803;22.5;34.92;6.48;AM;5;7.201;1.97316112808;.214231746221;1.78576048504;12.3959776966;99;0;0;0;0;0;0;99;0;0;0;0;99
1988;c0001-02;BIC-Olaya;2000;2;18;1339;-80.47166666666666;-7.328333333333333;D;169.185069901;AP;42.904007324;22.4;34.95;6.48;AM;5;3.836;1.25332139126;.128723570159;.5196373358;7.402747138;2466;2466;0;0;0;0;0;0;0;0;0;0;2466
2713;c0001-02;BIC-SNP;2000;2;12;1754;-79.74716666666667;-8.651166666666667;CN;169.924920858;AP;49.2086659463;21.7;34.91;6.48;ACF;1;2.384;1.14399306958;.366768406874;.68190764271;4.14163634697;2101;2020;0;0;0;0;31;50;0;0;0;0;2101
2346;c0001-02;BIC-SNP;2000;2;17;730;-80.077;-7.399333333333334;D;120.766612056;AP;27.0101716669;21.4;34.93;6.48;ACF;1;3.422;1.55037663611;.141545006053;.940545304298;12.7503648496;3607;605;0;0;0;0;0;3002;0;0;0;0;3607
830;c0001-02;BIC-Olaya;2000;2;20;824;-81.495;-6.53;D;2916.31154397;A0;35.6859812349;22.9;34.88;6.47;AM;5;1.777;.748613969084;.70911210299;3.05127023699;2.18101171834;55;55;0;0;0;0;0;0;0;0;0;0;55
2873;c0001-02;BIC-SNP;2000;2;12;1910;-79.58166666666666;-8.5575;CN;136.98597746;AP;38.2578572956;21.3;34.84;6.47;ACF;1;2.24;1.42197639968;.736177879015;.473548286166;8.11900614192;1085;120;0;0;0;0;0;0;0;0;0;965;120
2784;c0001-02;BIC-Olaya;2000;2;12;1736;-79.675;-8.908333333333333;D;157.998890903;AP;52.0437533046;21;34.93;6.47;ACF;1;1.697;1.31436953325;.214312018033;.7131278106;6.30864677296;30;21;0;0;0;0;0;9;0;0;0;0;30
690;c0001-02;BIC-Olaya;2000;2;20;910;-81.605;-6.545;D;3867.04405665;A0;40.9363475427;23.5;34.9;6.45;AM;5;1.534;.708635237924;1.03206637755;4.35030375975;1.98152742205;12;0;0;0;12;0;0;0;0;0;0;0;12
701;c0001-02;BIC-Olaya;2000;2;20;905;-81.59166666666667;-6.536666666666667;D;3732.54440672;A0;39.9993507174;23.4;34.9;6.45;AM;5;1.551;.711504323335;1.00747162353;4.23437665594;1.98608636659;5;5;0;0;0;0;0;0;0;0;0;0;5
2041;c0001-02;BIC-SNP;2000;2;17;1238;-80.41316666666667;-7.3345;D;162.24671293;AP;40.4731420064;22.3;34.95;6.45;AM;5;3.865;1.27529939615;.130330749407;.552600209923;7.66569585392;3700;3182;0;0;0;0;0;518;0;0;0;0;3700
2884;c0001-02;BIC-SNP;2000;2;12;1916;-79.56666666666666;-8.5505;CN;133.940850302;AP;37.237632673;21.2;34.83;6.45;ACF;1;2.231;1.44715755677;.760933891305;.457345352061;8.46168133721;1873;63;0;0;0;0;0;0;0;0;0;1810;63
2985;c0001-02;BIC-Olaya;2000;2;12;1603;-79.45833333333333;-8.856666666666667;D;120.777539645;AP;39.3459845504;21;34.85;6.45;ACF;1;1.25;1.55775011321;.496261618842;.464336634804;8.7249800468;3243;79;0;0;0;0;0;0;0;0;0;3164;79
6400;c0001-02;BIC-SNP;2000;1;29;1743;-76.13566666666667;-14.655;CN;185.162578098;AT;11.670768002;20;34.96;6.45;ACF;1;4.187;.764338148514;.192953351969;.370129802738;2.3583857285;2;0;0;0;0;0;0;0;0;0;0;2;0
718;c0001-02;BIC-Olaya;2000;2;20;859;-81.57666666666667;-6.528333333333333;D;3568.20392721;A0;38.9742625383;23.3;34.9;6.44;AM;5;1.57;.71548529952;.975855425777;4.09172863059;1.9960182355;7;7;0;0;0;0;0;0;0;0;0;0;7
813;c0001-02;BIC-Olaya;2000;2;20;830;-81.50666666666666;-6.518333333333334;D;2945.59829207;A0;35.5553335378;22.9;34.88;6.44;AM;5;1.745;.742967869092;.763275349323;3.24010236416;2.12989906066;78;78;0;0;0;0;0;0;0;0;0;0;78
847;c0001-02;BIC-Olaya;2000;2;20;818;-81.48333333333333;-6.546666666666667;D;2888.86132289;A0;36.1187825575;22.8;34.88;6.44;AM;5;1.816;.753907859911;.650710812858;2.85446544827;2.2400591024;305;305;0;0;0;0;0;0;0;0;0;0;305
2697;c0001-02;BIC-SNP;2000;2;12;1747;-79.76216666666667;-8.659166666666666;CN;172.903421881;AP;50.1581348531;21.7;34.91;6.44;ACF;1;2.379;1.11949321802;.332293064432;.703363538339;3.78250872596;1646;1580;0;0;0;0;22;44;0;0;0;0;1646
2470;c0001-02;BIC-SNP;2000;2;17;639;-79.963;-7.337833333333333;CD;86.5782494417;AP;19.7237358029;21.2;34.93;6.44;ACF;1;3.047;1.80424913521;.161294646173;1.24839550157;14.2213945839;851;145;0;0;0;0;0;706;0;0;0;0;851
3024;c0001-02;BIC-SNP;2000;2;12;1037;-79.42083333333333;-8.758333333333333;D;114.363412412;AP;34.4389004051;21;34.82;6.44;ACF;1;1.331;1.58989809904;.922924663145;.520655135866;9.57204029102;572;264;0;0;0;0;0;0;0;0;0;308;264
5642;c0001-02;BIC-SNP;2000;1;31;1400;-76.9155;-13.56116666666667;D;566.155812457;AT;37.4312452041;22.2;35.04;6.43;ASS;3;1.748;.586208647492;.117446368834;.936811448941;1.22991213602;380;200;0;180;0;0;0;0;0;0;0;0;380
2331;c0001-02;BIC-SNP;2000;2;17;737;-80.09333333333333;-7.408833333333333;D;125.712641286;AP;28.0185367849;21.4;34.93;6.43;ACF;1;3.477;1.51800537577;.13896415015;.902906090482;12.5602060869;5074;849;0;0;0;0;0;4225;0;0;0;0;5074
2894;c0001-02;BIC-SNP;2000;2;12;1922;-79.55333333333333;-8.541666666666666;CN;131.285179235;AP;36.2609948374;21.1;34.83;6.43;ACF;1;2.231;1.47059603534;.779562470528;.443397621277;8.79079582531;2790;90;0;0;0;0;0;0;0;0;0;2700;90
6243;c0001-02;BIC-SNP;2000;1;30;28;-76.34633333333333;-14.49583333333333;N;334.744234674;AT;14.9473780178;20.8;34.97;6.43;ACF;1;2.403;.832598258557;.134574534765;.897513758152;2.33472332774;98;0;0;0;0;0;0;0;0;0;0;98;0
740;c0001-02;BIC-Olaya;2000;2;20;853;-81.56;-6.518333333333334;D;3370.33420092;A0;37.7833684004;23.3;34.89;6.42;AM;5;1.606;.720347129891;.939922067601;3.9294722796;2.00735034562;579;579;0;0;0;0;0;0;0;0;0;0;579
1825;c0001-02;BIC-Olaya;2000;2;18;1639;-80.65833333333333;-7.131666666666667;D;179.663600483;AP;40.5697583639;23.1;34.94;6.42;AM;5;3.137;1.33300238054;.190635482442;1.15313902459;7.2750015468;6;4;0;0;0;0;0;0;0;0;0;2;4
5634;c0001-02;BIC-SNP;2000;1;31;1406;-76.9265;-13.56616666666666;D;598.573587063;AT;37.9992457929;22.2;35.04;6.42;ASS;3;1.709;.566823973694;.109986436522;.974509144161;1.14497612023;2200;1000;0;1200;0;0;0;0;0;0;0;0;2200
5652;c0001-02;BIC-SNP;2000;1;31;1354;-76.90566666666666;-13.57216666666666;D;550.263139628;AT;36.9537130473;22.1;35.04;6.42;ASS;3;1.778;.604974025261;.127040308383;.990487229958;1.34247089442;65;45;0;20;0;0;0;0;0;0;0;0;65
2906;c0001-02;BIC-SNP;2000;2;12;1928;-79.5385;-8.533666666666667;CN;128.36984973;AP;35.260163978;21.1;34.82;6.42;ACF;1;2.228;1.49606573337;.801440924133;.428226324045;9.13891813528;2273;73;0;0;0;0;0;0;0;0;0;2200;73
2768;c0001-02;BIC-Olaya;2000;2;12;1742;-79.69333333333333;-8.918333333333333;D;161.303880741;AP;53.2097433716;21;34.94;6.42;ACF;1;1.721;1.29733287228;.196271793117;.746234967324;6.20455877108;10;9;0;0;0;0;0;1;0;0;0;0;10
677;c0001-02;BIC-Olaya;2000;2;20;916;-81.62;-6.553333333333334;D;4009.71758699;A0;41.9301206423;23.5;34.91;6.41;AM;5;1.514;.705612014685;1.06013236027;4.48070625074;1.97524519478;14;0;0;0;14;0;0;0;0;0;0;0;14
5643;c0001-02;BIC-Olaya;2000;1;31;1346;-76.915;-13.68166666666667;D;739.170563146;AT;35.7438230193;21.9;35.05;6.41;ASS;3;1.716;.599052419709;.133341749155;1.62201947158;1.52404499893;304;304;0;0;0;0;0;0;0;0;0;0;304
2918;c0001-02;BIC-SNP;2000;2;12;1835;-79.52383333333333;-8.525833333333333;CN;125.526368336;AP;34.3025469666;21;34.81;6.41;ACF;1;2.225;1.52130231333;.822407351885;.413632549796;9.48186088723;1581;51;0;0;0;0;0;0;0;0;0;1530;51
758;c0001-02;BIC-Olaya;2000;2;20;847;-81.54666666666667;-6.51;D;3216.92366476;A0;36.8631739193;23.2;34.89;6.4;AM;5;1.641;.724655581159;.909991847565;3.795141887;2.01739418016;2281;2281;0;0;0;0;0;0;0;0;0;0;2281
797;c0001-02;BIC-Olaya;2000;2;20;836;-81.51833333333333;-6.506666666666667;D;2969.45132904;A0;35.5408144062;23.1;34.88;6.4;AM;5;1.721;.739055225091;.819426716073;3.42833317864;2.08614671747;1295;1295;0;0;0;0;0;0;0;0;0;0;1295
1850;c0001-02;BIC-SNP;2000;2;18;523;-80.627;-7.049333333333333;CD;165.910047021;AP;35.5235600521;23;34.94;6.4;AM;5;3.88;1.48060081385;.221253577173;1.39718997597;7.96558875705;0;0;0;0;0;0;0;0;0;0;0;0;0
1974;c0001-02;BIC-Olaya;2000;2;18;1332;-80.48833333333333;-7.341666666666667;D;174.211367284;AP;44.1702652974;22.4;34.95;6.4;AM;5;3.707;1.24361959749;.127438264293;.502962867084;7.31083114173;1129;1129;0;0;0;0;0;0;0;0;0;0;1129
5622;c0001-02;BIC-SNP;2000;1;31;1413;-76.93783333333333;-13.5345;D;612.110337335;AT;37.9943075326;22.3;35.05;6.4;ASS;3;1.675;.541852152722;.0968561787645;.794795452013;.961024313296;1910;660;0;1250;0;0;0;0;0;0;0;0;1910
2313;c0001-02;BIC-SNP;2000;2;17;1615;-80.111;-7.136333333333333;D;79.9242576248;AP;19.2897155431;22;34.94;6.4;ACF;1;5.262;1.77091102396;.172924568381;1.34922461019;10.8688064189;1243;998;0;0;0;0;0;245;0;0;0;0;1243
